"DepthRowID","SampleRowID","DepthNum","Depth","DepthComments"
"{00F367ED-BB0F-41CD-8CE8-A417DCA7C212}","{31E8E25C-C1EE-4A2F-87E1-FA5337E3D9F4}",5,1.40,
"{00F476AE-2F0C-4BE1-9D2F-F57EF6861571}","{36845925-07BC-412A-84C8-C98DA122260D}",2,4.20,
"{00F54F74-AE12-40FC-9846-6F7FA22B7A28}","{BC6CA8C4-E06A-466E-9697-2E4E849D7960}",1,2.70,
"{00F6B8BC-E6F6-4C36-95C1-F69276D9FFA7}","{49F2C329-E4B6-4B11-ADE0-FEA2B87EE116}",3,1.60,
"{00F9B47E-7355-410D-9D8D-CE902B7B5B76}","{EE3540EF-51F9-4788-8D12-3E5011DB50BA}",3,1.90,
"{00FAE884-FC72-411E-9B92-7D797875939F}","{9974EC43-525C-4607-80B3-FD7B789DD107}",5,1.50,
"{00FB7956-AEF2-49DC-9C9E-543340600FAB}","{9FB0B810-6321-4CB2-89D1-F3DF125E358E}",1,4.50,
"{00FD06A5-A95C-4540-AADC-7AE523605E71}","{1A03324C-2AB7-436E-BEE6-862D18A1BD3B}",1,4.50,
"{00FF6B49-75AB-4403-9A66-E83EC4F0A848}","{933051E9-803C-4E19-A43B-B45652B68A21}",3,2.80,
"{0100D9E7-AB0B-4FCF-9FAF-7949F7785B21}","{2FF2EB28-6FAD-41CF-ACDE-3A53299FE704}",1,5.50,
"{010C594F-6BFF-4E6D-A89F-75D0CC41AD36}","{4E8D67AB-F6F8-4B2C-AE96-E28F3A16E43E}",5,1.30,
"{0112CA42-1020-4E18-95AB-EAB4A4C55B18}","{63937012-8231-4828-82DD-56BDCC84534B}",1,2.50,
"{0113A1C3-77B7-45F8-BD89-1428A4178342}","{6F2C2B11-D030-4BFB-83A7-AA28A6DC71A7}",1,2.00,
"{0114D9E1-038E-4372-814E-4CD1576E83FD}","{935BB451-E3FF-44C7-9FFA-3F10D2D3F57B}",4,4.50,
"{01150211-0A2F-4ADE-B95D-8643B3E93233}","{C5B5276F-B3B2-4549-9960-EA897494E7D3}",3,1.60,
"{011889DD-6CB2-4158-AC80-B40875537934}","{CD889ADB-1A71-4DE1-BF72-1E508E3DE045}",1,7.90,
"{011B354D-1EA6-411B-9ED2-9F18285844D5}","{A7C60904-D7C2-4728-B297-5BE67D77EE41}",4,1.80,
"{011DCBEC-E4C5-4FB4-B1BE-5516FACDD994}","{4169C204-A22A-448F-B367-5E69A626412B}",2,1.20,
"{011E4E20-D3B7-4967-BDC6-E84D80480267}","{CBF9E617-614D-4E3A-B637-FB7B2FD20F1D}",2,2.50,
"{0125E3DC-BE93-4350-BE51-89964144B712}","{384B7351-B2CE-45C9-B5E5-D605EB004795}",3,3.70,
"{012AB51B-7DAD-4A80-AFEA-71E80D94A0B2}","{26E56F3A-098D-46BF-B76D-E0FC592F837F}",5,1.90,
"{012C5658-A428-4FD6-89FB-625211ABB59E}","{E1E68270-FD5E-4C53-8F7B-AA2B24BF34F7}",5,6.00,
"{012CE2B1-70EB-46CD-9E4A-765B8A454B34}","{CC603334-DB01-44FB-B74B-A6E4ED04811A}",4,3.00,
"{012D7DDA-3DD5-439F-9847-4210D7976D93}","{59053342-132E-47AA-AED6-781E43F940C1}",1,4.50,
"{012EAA90-7533-48B0-8BD4-64CBC4D9365A}","{3E15B2AC-D5D0-4742-9402-EBB855C5CC1B}",1,5.00,
"{0133BEAE-7E3C-4269-BA2C-4099276EC665}","{FE3AEE60-5481-4D92-93FA-C03E8224D1D2}",4,2.80,
"{01342235-6C1C-44AA-B3D2-3466021854BE}","{DACA058F-B765-417F-8184-B45AB745188E}",2,4.10,
"{01345498-05B6-4233-A698-F6001BDFEE2D}","{BCE98B7B-1A04-421D-9146-2DC44FB74CE5}",1,3.40,
"{0136E2FA-3459-4031-8A56-2B9CA1519450}","{46FAB321-E5BB-4E93-8659-811F2C315ABB}",3,4.50,
"{01389FCE-CE71-4CCA-BC6F-D8DA6F13C229}","{3D70FBC2-290F-4410-8C8D-7DFBD253D5BE}",3,2.20,
"{013EA75F-F0B9-4EE8-9BE3-96F33ED312FD}","{06ED5DE7-242A-4099-B910-325515C2E869}",5,2.00,
"{013F48C3-B4A7-468C-AC15-26AF9342CF54}","{93E2E5CC-96ED-4590-A5EB-0A4A757B9B07}",2,5.80,
"{01418118-4FD2-409D-9380-ED74BD6A5C6B}","{3085DD4C-365F-4D5D-825B-A3B982A8F3A6}",5,5.49,
"{0144ADD8-7648-4976-B044-286A26A066D7}","{21E0C77B-CFA2-47C2-9C40-2BB0FEA41696}",3,3.70,
"{014D4EC2-EA30-4967-ACDA-DD5B7C591046}","{2603180D-DEBB-47AC-86CA-BE156D276C5B}",5,1.70,
"{014D5724-6132-46F3-94AE-A15D4E27814A}","{01F6CBF7-5E01-4133-AD54-1D8CEEA96B32}",5,3.20,
"{014D9664-D19C-448F-A585-2A84DD2F77A3}","{068B0EE4-9E01-43E5-A510-69B0E3DA62DC}",2,6.00,
"{014E13FA-58B2-4401-A7B6-9A1852029A1A}","{25CF6C95-0C82-45E6-9527-3BDC1D854B16}",2,2.70,
"{014F128F-BF54-4588-AF73-CCE9F4A33868}","{F42D9567-FCB0-4471-97A3-8DA6DEC6F85E}",3,2.68,
"{01508511-7F3B-462D-9363-4CE2798272D2}","{D1631C51-82EF-4931-95B9-66D97E07926D}",1,3.60,
"{01549F4F-3D4E-4755-9135-5B9C5489F3B9}","{EB0D80FC-5CC9-4FE9-9FE3-51FB90A52614}",4,2.90,
"{01552CC1-6476-4564-9670-D9DE69AC1AC4}","{447346FE-6475-41AB-8BFF-A0E108267556}",2,1.60,
"{01583C45-8E66-41C4-A795-6657F1024446}","{EBD53D7B-0610-4B0C-AD69-2BE737B3824D}",5,3.10,
"{015A9530-C693-411A-A2B0-7D856C1E9CFA}","{32E5CDEB-FCC6-4F51-A07A-5ED6D249C540}",1,1.70,
"{015B854F-9407-41EA-8DB7-9427188AE7B9}","{6E51E26F-0B4F-4E34-BBCF-6CA9E1E9974F}",3,2.90,
"{015CD897-04BD-40B1-9438-3631D89F7F24}","{20445C3E-DB4B-414C-8EA4-813602CC4951}",4,1.40,
"{015EEB42-9107-4900-A359-B10BF3CF2EEB}","{4CEDFBA0-5A08-47EA-B400-9810DF5ADD57}",5,2.20,
"{01618D65-2E1E-4805-808A-17FEF1BC606F}","{91CA4108-986E-4712-96A4-F0A5D579DDB9}",3,4.50,
"{01626CD5-3766-41F4-8580-A4EBED707A87}","{75FF30A6-A58D-4A15-93AC-5225282B7A63}",2,3.70,
"{016287EE-F118-4076-B0CE-C6A1645CA14C}","{C13DB9E9-D7F3-470C-B7BB-1FD2022D21B4}",2,4.36,
"{01681D82-B36F-4BD0-996F-BC12208E1C2D}","{738EC9DF-BC3D-46B0-9FBB-2CE588EC90D6}",1,4.80,
"{01697271-76A9-4E99-ACB5-320501472A31}","{4FA8CA71-CA57-4D0D-95E0-B7289AE2DBC1}",1,2.20,
"{016C2F25-58BF-4A14-A031-1BA606C3CEE4}","{7BC2A30E-6051-41A0-AB13-E422D91AB726}",2,3.40,
"{016C4DBD-FEC6-4C14-BB72-24177F2E1B7D}","{6D0BFB44-C7D0-40CF-AB2C-A8C4E28404EA}",2,3.00,
"{016E8A65-750F-42A9-8C41-B8F335D4B0ED}","{86C9ABAF-659C-4B70-94E9-4B6C1F96B7FE}",5,4.51,
"{0171FD4F-0A02-4CB5-A74B-493D87EF518B}","{D75D1EC7-74E5-464F-BFD1-378A5DEBD26A}",5,4.20,
"{01743460-569F-4313-851D-0897A69F7E71}","{9F2DFFE7-8004-4610-AE0D-D8C509FD676E}",3,1.40,
"{0174B481-CAA0-4BB3-98E0-47809C855929}","{7DD514A1-5910-4342-95BA-7EBA0F73719D}",4,3.50,
"{0179B2C3-3D69-45A4-9BEB-0EA512D49807}","{EA125F64-E9C2-4C0F-BEB6-6BE87745CE0F}",4,2.30,
"{017AB340-46AC-4DCD-921A-6A2F9393C757}","{1B5525B0-1CB1-4537-8159-59B0A66652CA}",4,2.20,
"{017AD983-22D7-4B91-81FA-A4E42CEC18E3}","{E07DD908-1BCA-4AED-839F-20C5B28F51FB}",1,1.60,
"{017E4DA5-771D-4EBC-9E28-1C4CF5D5D70B}","{47D85B38-D5D9-430B-B2B4-C506C9EC3C09}",1,1.20,
"{017EF23A-150B-4780-B76D-F936B8842783}","{13B8EA5B-0836-4FBA-9939-9651613C987E}",3,2.00,
"{017EF814-BA9F-484D-A6E9-4E782ECD8151}","{2930EC5D-84CA-4BE2-84A7-DD91CDDB3B7E}",1,2.70,
"{017F1926-5021-4279-90D8-43CC6117B373}","{CA899DB7-CB1F-4DA6-A188-28ED18653CE6}",4,3.60,
"{0180EFDF-EFD7-40ED-AC20-F5440A9A2088}","{5600E5F0-B8DB-4930-BEA9-023BAEBC14FC}",4,2.00,
"{018618A7-90F6-4260-BA93-3AD45A2FAD49}","{C9D9DD80-0CB9-4253-BDD3-DCA74DBC0F0C}",1,4.00,
"{01862571-FBD7-44E7-ABAB-4D68BD4AA48B}","{265C29E1-3C10-4B0B-971F-8F658680773E}",5,2.80,
"{01873BD5-53A4-411B-B524-CA8A285FE3AE}","{76583C8E-3AE9-4C49-9019-8E5FE0E3E47D}",5,3.00,
"{01902055-06D9-4F5B-BDDB-81D47FB15585}","{0375B09D-BE9F-41D5-9F23-C27F3EE9B730}",2,4.80,
"{01903618-C910-4605-A012-CBFE9A391A76}","{8FB3AE65-12D3-4C59-9E33-25C700CA7B00}",1,1.60,
"{0192F11B-5164-46D3-9886-F3D857AC4C72}","{3081918F-400C-4F43-9EF3-A0A715C7D089}",1,1.70,
"{01946EF2-27EF-4381-A8B1-3366C5901E4F}","{0B0B3FEC-A5E2-4928-9CF5-0B7C05055CEE}",5,3.80,
"{01995AC7-E249-4080-BC60-2E94630E327A}","{960D8E6D-6D21-4B69-9A75-5A6D44711853}",5,1.60,
"{019B33BF-C749-454E-9F04-FF94AA112B75}","{8144C03D-8C9A-4624-9755-FE844173A7D4}",1,2.40,
"{019F6BAC-B7CF-498E-987F-5104016BC04D}","{CDC4E049-4C9F-45D8-AF00-21EE23A6804B}",2,3.60,
"{01A013B6-08D8-4AD6-8B06-DA525760AACC}","{9AE7703D-6B26-4765-AA22-4AECE3E5DE4B}",3,1.20,
"{01A1A8DE-36C2-4449-A810-5441BD01DF93}","{52F2BBAE-237D-4603-ABFA-EA2EA188BEBA}",5,3.40,
"{01A1B58D-4F14-4B6A-9EFD-1D0D7614EB56}","{53963A4E-CBF7-4205-95BA-878D6E603FD9}",1,5.20,
"{01A27DEA-DDBD-4895-86D0-8F92658B23F2}","{2FD5C461-828D-4E72-BFC8-A3AC39DF55C2}",4,2.70,
"{01A96EF4-89C7-442B-901A-501517ADB6DC}","{4148BDDF-B163-4951-BF48-122E2DEAF767}",3,2.40,
"{01AB0E49-AF0A-4022-8A7F-3E2E0E050845}","{3D0A2249-5577-4BE9-BDA6-6FA8313C384D}",4,1.80,
"{01AB72F5-5B94-4230-9731-C910DFA4FD6D}","{BA41DCCA-3697-4E27-9415-16A5599804A2}",4,2.20,
"{01ADD6D0-26A2-408B-A711-CD5C37450702}","{6D1A6F93-4739-4285-B66D-05467AD12835}",3,3.00,
"{01AE2900-73E9-4C27-B68B-573FCDD590D1}","{09103EB3-A121-4D8C-B61C-7A4749D9FD12}",4,5.00,
"{01B0AE08-1F45-4F36-97FD-7E292BD86275}","{3366FB5C-1870-42E5-A430-5A9FC21A9383}",5,2.70,
"{01B111F3-7C61-42C2-BE11-85931A15C5A1}","{8B0D239C-727F-477C-9260-4A9AEC1169BF}",4,6.70,
"{01B11BDD-F3C9-4907-8DBB-F57C86CF9793}","{80CFE3F2-2AA3-4CCF-8FD1-B5D6664E0B7B}",5,2.90,
"{01BD7709-405E-4E26-AFB7-0399D7BC27A4}","{3AA2EDCF-7A90-413F-B824-18C546C6393E}",5,3.30,
"{01BFCE1E-A7C9-4032-AFDD-365649AB78D7}","{57DC542B-FBAB-492A-8634-038B00970E38}",1,2.32,
"{01C1299F-FF85-4EAF-BA95-76CE80E1A7DB}","{3DDC510D-1A09-4357-A9BC-7EA68B2F8B8F}",1,1.60,
"{01C73F63-5B8F-4559-B167-44A0DE715211}","{5E33F463-336A-473A-B1A5-AC8A79C37E5D}",2,3.40,
"{01CA6913-ECC8-4A7D-B772-E89D7A956E2D}","{CC6D070F-3925-4727-9698-32EF4295A7AC}",3,2.30,
"{01CDD29C-784E-4DB2-A95C-FC6BE8A6FA32}","{98B8CDD9-897A-44B5-96C6-708F9D4F245B}",3,5.40,
"{01CFECC6-93E5-49FB-B218-5199E9BCC799}","{0035CBEB-4381-4820-ADAC-4DF8B0449E65}",2,3.00,
"{01D082DC-3BE9-4FE6-A99C-315C0F109278}","{60F2A157-8038-426D-9254-B18603E817E3}",4,0.90,
"{01D0CB5E-AA12-41E0-B45D-CA4A001A5CBB}","{43634229-64B1-4911-8E1A-6822B7DA7047}",1,1.70,
"{01D8E249-ABC7-477D-828B-34FF512EF777}","{734FE4E9-B357-449E-9260-8CDF4C3B28FA}",3,2.60,
"{01DA93EE-97EA-452E-AB39-E10F3AC26B19}","{16BF5392-45DB-4440-BFD5-6DB92C8D00EF}",1,0.80,
"{01DF29B4-2C93-4C93-81DE-A7918B56F85F}","{5DCFE653-01E7-4BCB-BDF1-021A4FE5E422}",2,3.90,
"{01E06BFE-02B4-4521-86B4-F4A4DAD65B43}","{C9CD3753-E70F-4733-B74F-B8878486B6FA}",4,4.60,
"{01E20314-D1D8-438B-8C56-1F7C8EF9D808}","{D31CA0DE-9EE0-4A4D-8FD9-583BA44CAEDB}",2,2.20,
"{01E51A33-2D90-4AA0-9056-12B185E05099}","{4D2C7C24-9630-48DE-B4C6-1BD8847BE080}",2,3.30,
"{01E882EE-5E8C-4D60-9D1D-73E9B4B38A75}","{582C5D4C-D7B3-4E6C-9174-641138B26BC3}",4,1.10,
"{01E8933E-6A27-4BA6-AF53-2721771E24DB}","{CC57600B-F62D-4B2C-B73E-F993CA5C2061}",5,5.80,
"{01E8AB68-E86B-4EEE-A10C-2FABF783DC43}","{A2CC0AA5-6967-4095-AB84-733F0A028014}",1,6.00,
"{01E98636-C2E0-4F76-BACF-0A6BF9914B25}","{4066A6E5-24CE-4F7C-9CE4-DDD00F757336}",4,5.70,
"{01E98CC5-AF2F-4955-A171-F146FD79E9E2}","{43BBE5E2-CF9F-4D7A-B43C-0F66FDE1169A}",3,2.80,
"{01EFCF91-D7A3-48BC-B1B5-C3DA41A23E69}","{F3BF8941-0142-45F6-AA96-A23F685A7C3E}",1,2.70,
"{01F0819A-2F52-44B5-915F-9AC10CFB135B}","{2638A0C8-A1C2-46DE-9621-2250E1D6379C}",4,1.40,
"{01F5EA95-EB04-4D14-8420-9201BF14AB45}","{D27FBFD7-E754-4D49-8B98-7BFF2CBF2D51}",1,5.50,
"{01F6CDAF-D695-4A57-AE8D-00AC2791FB74}","{D4272CDE-A5DF-4248-83A7-F7F0082548D4}",4,7.40,
"{02005F05-597A-411C-87B6-DE915467E933}","{4F2FFAD6-8679-46A5-9EE7-19315D505C71}",5,2.10,
"{02046EAC-5FE2-4934-A0AB-CA985BED67FB}","{66CC82F8-0956-431B-848B-C4E3A0E93DA8}",2,2.90,
"{0208111E-391E-4EA4-83B8-F6FC66E8BCB6}","{1430836E-59F5-4E43-B83B-A61398FDF570}",2,8.80,
"{020EE278-F25C-4274-B690-CA4F543ECE5D}","{093FDC5F-B9FB-4081-ACB0-F372E962F8B7}",3,2.30,
"{0211378F-F2CF-4ED3-9FAE-CFC32C0AC257}","{FE4C31CD-80A9-4622-975B-93A760778BE3}",1,2.50,
"{021178E6-4BC4-4CB5-A790-E8FB9FA4E3CD}","{602B8531-5F8A-4D91-971C-091971DD0B6E}",5,2.20,
"{02177E76-8783-4240-B1DE-DBD4535BA7C2}","{ADA49049-5917-430B-A9C1-8EE749F1B529}",3,3.00,
"{0217A8B5-C32C-4B0B-AE76-9613EF89E096}","{750968BF-E118-4C7D-B93D-A8A4956D9EC9}",4,6.98,
"{021A6E91-8FF8-446E-B1C1-D19E7DD81FB5}","{80D9AF0E-A1E3-4F94-8067-AFFD9423725F}",1,9.30,
"{021BD7D4-8911-444F-B814-5503AED9CC42}","{CAB81166-D3B9-477E-822D-DB5CD5BE3AB1}",1,5.20,
"{021EA16F-705D-4474-8CCA-D0E405ACBA36}","{63F28922-13ED-481B-9689-B83224A69CFA}",4,3.10,
"{0221FBC7-2DC3-4C75-8DA4-10295D3855DD}","{B33A3AD4-E781-4276-905E-7287C7CF5593}",2,2.30,
"{02274279-65DA-40B2-ACAD-41CB98A2A29D}","{5C8E9493-CD5D-47B5-9953-EFBD85F973D9}",5,2.40,
