DateID,SampleDate
110,3/16/1969 0:00:00
111,3/17/1969 0:00:00
112,3/18/1969 0:00:00
113,3/19/1969 0:00:00
114,3/20/1969 0:00:00
115,3/21/1969 0:00:00
116,3/22/1969 0:00:00
117,8/14/1969 0:00:00
118,8/15/1969 0:00:00
119,8/16/1969 0:00:00
120,8/17/1969 0:00:00
121,8/18/1969 0:00:00
122,8/19/1969 0:00:00
123,8/20/1969 0:00:00
124,8/21/1969 0:00:00
125,8/22/1969 0:00:00
126,9/11/1969 0:00:00
127,9/12/1969 0:00:00
128,9/13/1969 0:00:00
129,9/14/1969 0:00:00
130,9/15/1969 0:00:00
131,9/17/1969 0:00:00
132,9/18/1969 0:00:00
133,9/19/1969 0:00:00
134,9/20/1969 0:00:00
135,10/16/1969 0:00:00
136,10/17/1969 0:00:00
137,10/18/1969 0:00:00
138,10/20/1969 0:00:00
139,10/21/1969 0:00:00
140,10/22/1969 0:00:00
141,10/23/1969 0:00:00
142,10/24/1969 0:00:00
143,11/13/1969 0:00:00
144,11/14/1969 0:00:00
145,11/15/1969 0:00:00
146,12/11/1969 0:00:00
147,12/12/1969 0:00:00
148,12/14/1969 0:00:00
149,12/15/1969 0:00:00
150,12/16/1969 0:00:00
151,12/17/1969 0:00:00
152,12/18/1969 0:00:00
153,12/19/1969 0:00:00
154,1/10/1970 0:00:00
155,1/11/1970 0:00:00
156,1/13/1970 0:00:00
157,1/14/1970 0:00:00
158,1/15/1970 0:00:00
159,1/16/1970 0:00:00
160,1/17/1970 0:00:00
161,1/18/1970 0:00:00
162,3/13/1970 0:00:00
163,3/14/1970 0:00:00
164,3/15/1970 0:00:00
165,3/16/1970 0:00:00
166,3/17/1970 0:00:00
167,3/18/1970 0:00:00
168,3/19/1970 0:00:00
169,8/21/1970 0:00:00
170,8/22/1970 0:00:00
171,8/23/1970 0:00:00
172,8/24/1970 0:00:00
173,8/25/1970 0:00:00
174,8/26/1970 0:00:00
175,9/15/1970 0:00:00
176,9/16/1970 0:00:00
177,9/17/1970 0:00:00
178,9/18/1970 0:00:00
179,9/19/1970 0:00:00
180,9/20/1970 0:00:00
181,9/21/1970 0:00:00
182,10/14/1970 0:00:00
183,10/15/1970 0:00:00
184,10/16/1970 0:00:00
185,10/17/1970 0:00:00
186,10/18/1970 0:00:00
187,10/19/1970 0:00:00
188,10/20/1970 0:00:00
189,11/10/1970 0:00:00
190,11/11/1970 0:00:00
191,11/12/1970 0:00:00
192,11/13/1970 0:00:00
193,11/14/1970 0:00:00
194,11/15/1970 0:00:00
195,11/16/1970 0:00:00
196,12/10/1970 0:00:00
197,12/11/1970 0:00:00
198,12/12/1970 0:00:00
199,12/13/1970 0:00:00
200,12/14/1970 0:00:00
201,12/15/1970 0:00:00
202,12/16/1970 0:00:00
203,1/12/1971 0:00:00
204,1/13/1971 0:00:00
205,1/14/1971 0:00:00
206,1/15/1971 0:00:00
207,1/16/1971 0:00:00
208,1/17/1971 0:00:00
209,1/18/1971 0:00:00
210,2/9/1971 0:00:00
211,2/10/1971 0:00:00
212,2/11/1971 0:00:00
213,2/12/1971 0:00:00
214,2/13/1971 0:00:00
215,2/14/1971 0:00:00
216,2/15/1971 0:00:00
217,3/6/1971 0:00:00
218,3/7/1971 0:00:00
219,3/8/1971 0:00:00
220,3/9/1971 0:00:00
221,3/10/1971 0:00:00
222,3/11/1971 0:00:00
223,3/12/1971 0:00:00
224,8/10/1971 0:00:00
225,8/11/1971 0:00:00
226,8/12/1971 0:00:00
227,9/8/1971 0:00:00
228,9/9/1971 0:00:00
229,9/10/1971 0:00:00
230,9/13/1971 0:00:00
231,9/14/1971 0:00:00
232,9/15/1971 0:00:00
233,9/16/1971 0:00:00
234,9/17/1971 0:00:00
235,10/5/1971 0:00:00
236,10/6/1971 0:00:00
237,10/7/1971 0:00:00
238,10/12/1971 0:00:00
239,10/13/1971 0:00:00
240,10/14/1971 0:00:00
241,10/15/1971 0:00:00
242,11/3/1971 0:00:00
243,11/4/1971 0:00:00
244,11/5/1971 0:00:00
245,11/8/1971 0:00:00
246,11/9/1971 0:00:00
247,11/10/1971 0:00:00
248,11/11/1971 0:00:00
249,12/1/1971 0:00:00
250,12/2/1971 0:00:00
251,12/3/1971 0:00:00
252,12/6/1971 0:00:00
253,12/7/1971 0:00:00
254,12/8/1971 0:00:00
255,12/9/1971 0:00:00
256,1/3/1972 0:00:00
257,1/4/1972 0:00:00
258,1/5/1972 0:00:00
259,1/6/1972 0:00:00
260,1/11/1972 0:00:00
261,1/25/1972 0:00:00
262,1/26/1972 0:00:00
263,1/27/1972 0:00:00
264,1/28/1972 0:00:00
265,1/31/1972 0:00:00
266,2/1/1972 0:00:00
267,2/2/1972 0:00:00
268,2/3/1972 0:00:00
269,2/29/1972 0:00:00
270,3/1/1972 0:00:00
271,3/2/1972 0:00:00
272,3/3/1972 0:00:00
273,3/6/1972 0:00:00
274,3/7/1972 0:00:00
275,3/8/1972 0:00:00
276,3/9/1972 0:00:00
277,7/10/1972 0:00:00
278,7/11/1972 0:00:00
279,7/12/1972 0:00:00
280,7/13/1972 0:00:00
281,8/8/1972 0:00:00
282,8/9/1972 0:00:00
283,8/10/1972 0:00:00
284,8/11/1972 0:00:00
285,8/14/1972 0:00:00
286,8/15/1972 0:00:00
287,8/16/1972 0:00:00
288,8/17/1972 0:00:00
289,9/11/1972 0:00:00
290,9/12/1972 0:00:00
291,9/13/1972 0:00:00
292,9/14/1972 0:00:00
293,9/16/1972 0:00:00
294,9/17/1972 0:00:00
295,9/18/1972 0:00:00
296,9/19/1972 0:00:00
297,9/20/1972 0:00:00
298,9/21/1972 0:00:00
299,10/10/1972 0:00:00
300,10/11/1972 0:00:00
301,10/12/1972 0:00:00
302,10/13/1972 0:00:00
303,10/16/1972 0:00:00
304,10/17/1972 0:00:00
305,10/18/1972 0:00:00
306,10/19/1972 0:00:00
307,11/8/1972 0:00:00
308,11/9/1972 0:00:00
309,11/10/1972 0:00:00
310,11/13/1972 0:00:00
311,11/14/1972 0:00:00
312,11/15/1972 0:00:00
313,11/16/1972 0:00:00
314,12/5/1972 0:00:00
315,12/6/1972 0:00:00
316,12/7/1972 0:00:00
317,12/8/1972 0:00:00
318,12/11/1972 0:00:00
319,12/12/1972 0:00:00
320,12/13/1972 0:00:00
321,12/14/1972 0:00:00
322,1/10/1973 0:00:00
323,1/11/1973 0:00:00
324,1/12/1973 0:00:00
325,1/15/1973 0:00:00
326,1/17/1973 0:00:00
327,3/6/1973 0:00:00
328,3/7/1973 0:00:00
329,3/8/1973 0:00:00
330,3/9/1973 0:00:00
331,3/12/1973 0:00:00
332,3/13/1973 0:00:00
333,8/14/1973 0:00:00
334,8/15/1973 0:00:00
335,8/16/1973 0:00:00
336,8/17/1973 0:00:00
337,9/11/1973 0:00:00
338,9/12/1973 0:00:00
339,9/13/1973 0:00:00
340,9/14/1973 0:00:00
341,9/17/1973 0:00:00
342,9/18/1973 0:00:00
343,9/19/1973 0:00:00
344,9/20/1973 0:00:00
345,10/9/1973 0:00:00
346,10/10/1973 0:00:00
347,10/11/1973 0:00:00
348,10/12/1973 0:00:00
349,10/15/1973 0:00:00
350,10/16/1973 0:00:00
351,10/17/1973 0:00:00
352,11/9/1973 0:00:00
353,11/12/1973 0:00:00
354,11/13/1973 0:00:00
355,11/14/1973 0:00:00
356,11/15/1973 0:00:00
357,12/10/1973 0:00:00
358,12/11/1973 0:00:00
359,12/12/1973 0:00:00
360,12/13/1973 0:00:00
361,12/14/1973 0:00:00
362,1/14/1974 0:00:00
363,1/15/1974 0:00:00
364,1/16/1974 0:00:00
365,1/17/1974 0:00:00
366,1/18/1974 0:00:00
367,9/15/1975 0:00:00
368,9/16/1975 0:00:00
369,9/17/1975 0:00:00
370,9/18/1975 0:00:00
371,9/19/1975 0:00:00
372,9/22/1975 0:00:00
373,10/13/1975 0:00:00
374,10/14/1975 0:00:00
375,10/15/1975 0:00:00
376,10/16/1975 0:00:00
377,10/17/1975 0:00:00
378,11/11/1975 0:00:00
379,11/12/1975 0:00:00
380,11/13/1975 0:00:00
381,11/14/1975 0:00:00
382,11/17/1975 0:00:00
383,11/19/1975 0:00:00
384,12/11/1975 0:00:00
385,12/12/1975 0:00:00
386,12/15/1975 0:00:00
387,12/16/1975 0:00:00
388,12/17/1975 0:00:00
389,10/8/1976 0:00:00
390,10/11/1976 0:00:00
391,10/12/1976 0:00:00
392,10/13/1976 0:00:00
393,10/14/1976 0:00:00
394,10/15/1976 0:00:00
395,11/15/1976 0:00:00
396,11/16/1976 0:00:00
397,11/22/1976 0:00:00
398,11/23/1976 0:00:00
399,11/24/1976 0:00:00
400,11/26/1976 0:00:00
401,1/10/1977 0:00:00
402,1/11/1977 0:00:00
403,1/12/1977 0:00:00
404,1/13/1977 0:00:00
405,1/14/1977 0:00:00
406,1/17/1977 0:00:00
407,9/12/1977 0:00:00
408,9/13/1977 0:00:00
409,9/14/1977 0:00:00
410,9/15/1977 0:00:00
411,9/16/1977 0:00:00
412,9/19/1977 0:00:00
413,9/20/1977 0:00:00
414,9/21/1977 0:00:00
415,10/10/1977 0:00:00
416,10/11/1977 0:00:00
417,10/12/1977 0:00:00
418,10/13/1977 0:00:00
419,10/14/1977 0:00:00
420,10/18/1977 0:00:00
421,10/19/1977 0:00:00
422,10/20/1977 0:00:00
423,11/7/1977 0:00:00
424,11/8/1977 0:00:00
425,11/9/1977 0:00:00
426,11/10/1977 0:00:00
427,11/11/1977 0:00:00
428,11/14/1977 0:00:00
429,11/15/1977 0:00:00
430,11/16/1977 0:00:00
431,12/5/1977 0:00:00
432,12/6/1977 0:00:00
433,12/7/1977 0:00:00
434,12/8/1977 0:00:00
435,12/9/1977 0:00:00
436,12/11/1977 0:00:00
437,12/12/1977 0:00:00
438,12/13/1977 0:00:00
439,12/14/1977 0:00:00
440,1/9/1978 0:00:00
441,1/10/1978 0:00:00
442,1/11/1978 0:00:00
443,1/12/1978 0:00:00
444,1/13/1978 0:00:00
445,1/17/1978 0:00:00
446,1/18/1978 0:00:00
447,1/19/1978 0:00:00
448,3/7/1978 0:00:00
449,3/8/1978 0:00:00
450,3/9/1978 0:00:00
451,3/10/1978 0:00:00
452,3/13/1978 0:00:00
453,3/14/1978 0:00:00
454,3/15/1978 0:00:00
455,3/16/1978 0:00:00
456,9/11/1978 0:00:00
457,9/12/1978 0:00:00
458,9/13/1978 0:00:00
459,9/14/1978 0:00:00
460,9/15/1978 0:00:00
461,9/18/1978 0:00:00
462,9/19/1978 0:00:00
463,9/20/1978 0:00:00
464,9/21/1978 0:00:00
465,10/9/1978 0:00:00
466,10/10/1978 0:00:00
467,10/11/1978 0:00:00
468,10/12/1978 0:00:00
469,10/13/1978 0:00:00
470,10/16/1978 0:00:00
471,10/18/1978 0:00:00
472,10/19/1978 0:00:00
473,11/13/1978 0:00:00
474,11/14/1978 0:00:00
475,11/15/1978 0:00:00
476,11/16/1978 0:00:00
477,11/17/1978 0:00:00
478,11/20/1978 0:00:00
479,11/21/1978 0:00:00
480,11/22/1978 0:00:00
481,11/28/1978 0:00:00
482,12/11/1978 0:00:00
483,12/12/1978 0:00:00
484,12/13/1978 0:00:00
485,12/14/1978 0:00:00
486,12/15/1978 0:00:00
487,12/18/1978 0:00:00
488,12/19/1978 0:00:00
489,12/20/1978 0:00:00
490,2/7/1979 0:00:00
491,2/8/1979 0:00:00
492,2/9/1979 0:00:00
493,2/12/1979 0:00:00
494,2/13/1979 0:00:00
495,2/14/1979 0:00:00
496,2/15/1979 0:00:00
497,2/16/1979 0:00:00
498,9/11/1980 0:00:00
499,9/12/1980 0:00:00
500,9/15/1980 0:00:00
501,9/16/1980 0:00:00
502,9/17/1980 0:00:00
503,9/18/1980 0:00:00
504,10/9/1980 0:00:00
505,10/10/1980 0:00:00
506,10/13/1980 0:00:00
507,10/15/1980 0:00:00
508,10/16/1980 0:00:00
509,10/17/1980 0:00:00
510,11/6/1980 0:00:00
511,11/7/1980 0:00:00
512,11/10/1980 0:00:00
513,11/12/1980 0:00:00
514,11/13/1980 0:00:00
515,11/14/1980 0:00:00
516,12/4/1980 0:00:00
517,12/5/1980 0:00:00
518,12/8/1980 0:00:00
519,12/9/1980 0:00:00
520,12/10/1980 0:00:00
521,12/11/1980 0:00:00
522,9/21/1981 0:00:00
523,9/22/1981 0:00:00
524,9/23/1981 0:00:00
525,9/24/1981 0:00:00
526,9/25/1981 0:00:00
527,9/26/1981 0:00:00
528,9/28/1981 0:00:00
529,10/13/1981 0:00:00
530,10/14/1981 0:00:00
531,10/15/1981 0:00:00
532,10/16/1981 0:00:00
533,10/19/1981 0:00:00
534,10/20/1981 0:00:00
535,11/9/1981 0:00:00
536,11/10/1981 0:00:00
537,11/12/1981 0:00:00
538,11/13/1981 0:00:00
539,11/16/1981 0:00:00
540,11/17/1981 0:00:00
541,12/7/1981 0:00:00
542,12/10/1981 0:00:00
543,12/11/1981 0:00:00
544,12/14/1981 0:00:00
545,12/15/1981 0:00:00
546,9/14/1982 0:00:00
547,9/15/1982 0:00:00
548,9/16/1982 0:00:00
549,9/17/1982 0:00:00
550,9/20/1982 0:00:00
551,9/21/1982 0:00:00
552,10/18/1982 0:00:00
553,10/19/1982 0:00:00
554,10/20/1982 0:00:00
555,10/21/1982 0:00:00
556,10/22/1982 0:00:00
557,10/26/1982 0:00:00
558,11/8/1982 0:00:00
559,11/9/1982 0:00:00
560,11/10/1982 0:00:00
561,11/11/1982 0:00:00
562,11/12/1982 0:00:00
563,11/15/1982 0:00:00
564,12/6/1982 0:00:00
565,12/9/1982 0:00:00
566,12/13/1982 0:00:00
567,12/14/1982 0:00:00
568,12/15/1982 0:00:00
569,12/16/1982 0:00:00
570,9/12/1983 0:00:00
571,9/13/1983 0:00:00
572,9/14/1983 0:00:00
573,9/15/1983 0:00:00
574,9/20/1983 0:00:00
575,9/21/1983 0:00:00
576,10/11/1983 0:00:00
577,10/12/1983 0:00:00
578,10/13/1983 0:00:00
579,10/14/1983 0:00:00
580,10/16/1983 0:00:00
581,10/18/1983 0:00:00
582,11/7/1983 0:00:00
583,11/8/1983 0:00:00
584,11/9/1983 0:00:00
585,11/10/1983 0:00:00
586,11/14/1983 0:00:00
587,11/15/1983 0:00:00
588,12/4/1983 0:00:00
589,12/5/1983 0:00:00
590,12/6/1983 0:00:00
591,12/7/1983 0:00:00
592,12/9/1983 0:00:00
593,12/12/1983 0:00:00
594,9/10/1984 0:00:00
595,9/11/1984 0:00:00
596,9/12/1984 0:00:00
597,9/13/1984 0:00:00
598,9/14/1984 0:00:00
599,9/17/1984 0:00:00
600,10/9/1984 0:00:00
601,10/10/1984 0:00:00
602,10/11/1984 0:00:00
603,10/12/1984 0:00:00
604,10/16/1984 0:00:00
605,11/5/1984 0:00:00
606,11/6/1984 0:00:00
607,11/7/1984 0:00:00
608,11/8/1984 0:00:00
609,11/9/1984 0:00:00
610,12/3/1984 0:00:00
611,12/4/1984 0:00:00
612,12/5/1984 0:00:00
613,12/6/1984 0:00:00
614,12/7/1984 0:00:00
615,9/9/1985 0:00:00
616,9/10/1985 0:00:00
617,9/11/1985 0:00:00
618,9/12/1985 0:00:00
619,9/16/1985 0:00:00
620,9/17/1985 0:00:00
621,10/7/1985 0:00:00
622,10/8/1985 0:00:00
623,10/9/1985 0:00:00
624,10/10/1985 0:00:00
625,10/15/1985 0:00:00
626,10/16/1985 0:00:00
627,11/4/1985 0:00:00
628,11/5/1985 0:00:00
629,11/6/1985 0:00:00
630,11/7/1985 0:00:00
631,11/8/1985 0:00:00
632,12/5/1985 0:00:00
633,12/6/1985 0:00:00
634,12/10/1985 0:00:00
635,12/11/1985 0:00:00
636,12/12/1985 0:00:00
637,9/9/1986 0:00:00
638,9/10/1986 0:00:00
639,9/11/1986 0:00:00
640,9/12/1986 0:00:00
641,9/15/1986 0:00:00
642,9/16/1986 0:00:00
643,10/6/1986 0:00:00
644,10/7/1986 0:00:00
645,10/8/1986 0:00:00
646,10/9/1986 0:00:00
647,10/10/1986 0:00:00
648,10/14/1986 0:00:00
649,11/3/1986 0:00:00
650,11/4/1986 0:00:00
651,11/5/1986 0:00:00
652,11/6/1986 0:00:00
653,11/7/1986 0:00:00
654,11/10/1986 0:00:00
655,12/1/1986 0:00:00
656,12/2/1986 0:00:00
657,12/3/1986 0:00:00
658,12/4/1986 0:00:00
659,12/5/1986 0:00:00
660,9/8/1987 0:00:00
661,9/9/1987 0:00:00
662,9/10/1987 0:00:00
663,9/11/1987 0:00:00
664,9/14/1987 0:00:00
665,9/15/1987 0:00:00
666,10/1/1987 0:00:00
667,10/5/1987 0:00:00
668,10/6/1987 0:00:00
669,10/7/1987 0:00:00
670,10/8/1987 0:00:00
671,10/9/1987 0:00:00
672,11/10/1987 0:00:00
673,11/11/1987 0:00:00
674,11/12/1987 0:00:00
675,11/13/1987 0:00:00
676,11/16/1987 0:00:00
677,11/17/1987 0:00:00
678,12/7/1987 0:00:00
679,12/8/1987 0:00:00
680,12/9/1987 0:00:00
681,12/10/1987 0:00:00
682,12/11/1987 0:00:00
683,12/14/1987 0:00:00
684,12/15/1987 0:00:00
685,9/12/1988 0:00:00
686,9/13/1988 0:00:00
687,9/15/1988 0:00:00
688,9/19/1988 0:00:00
689,9/20/1988 0:00:00
690,9/21/1988 0:00:00
691,9/22/1988 0:00:00
692,10/3/1988 0:00:00
693,10/4/1988 0:00:00
694,10/5/1988 0:00:00
695,10/6/1988 0:00:00
696,10/7/1988 0:00:00
697,10/11/1988 0:00:00
698,11/7/1988 0:00:00
699,11/8/1988 0:00:00
700,11/9/1988 0:00:00
701,11/14/1988 0:00:00
702,11/15/1988 0:00:00
703,11/16/1988 0:00:00
704,12/6/1988 0:00:00
705,12/8/1988 0:00:00
706,12/9/1988 0:00:00
707,12/12/1988 0:00:00
708,12/13/1988 0:00:00
709,9/12/1989 0:00:00
710,9/13/1989 0:00:00
711,9/14/1989 0:00:00
712,9/15/1989 0:00:00
713,9/18/1989 0:00:00
714,9/19/1989 0:00:00
715,10/2/1989 0:00:00
716,10/3/1989 0:00:00
717,10/4/1989 0:00:00
718,10/5/1989 0:00:00
719,10/6/1989 0:00:00
720,10/10/1989 0:00:00
721,11/6/1989 0:00:00
722,11/7/1989 0:00:00
723,11/8/1989 0:00:00
724,11/9/1989 0:00:00
725,11/13/1989 0:00:00
726,11/14/1989 0:00:00
727,12/4/1989 0:00:00
728,12/5/1989 0:00:00
729,12/6/1989 0:00:00
730,12/7/1989 0:00:00
731,12/8/1989 0:00:00
732,12/11/1989 0:00:00
733,12/12/1989 0:00:00
734,9/10/1990 0:00:00
735,9/11/1990 0:00:00
736,9/12/1990 0:00:00
737,9/13/1990 0:00:00
738,9/14/1990 0:00:00
739,9/17/1990 0:00:00
740,10/1/1990 0:00:00
741,10/2/1990 0:00:00
742,10/3/1990 0:00:00
743,10/4/1990 0:00:00
744,10/5/1990 0:00:00
745,10/9/1990 0:00:00
746,11/5/1990 0:00:00
747,11/6/1990 0:00:00
748,11/7/1990 0:00:00
749,11/8/1990 0:00:00
750,11/9/1990 0:00:00
751,11/15/1990 0:00:00
752,12/3/1990 0:00:00
753,12/4/1990 0:00:00
754,12/5/1990 0:00:00
755,12/6/1990 0:00:00
756,12/10/1990 0:00:00
757,12/11/1990 0:00:00
758,1/7/1991 0:00:00
759,1/8/1991 0:00:00
760,1/9/1991 0:00:00
761,1/10/1991 0:00:00
762,1/11/1991 0:00:00
763,1/14/1991 0:00:00
764,2/4/1991 0:00:00
765,2/5/1991 0:00:00
766,2/6/1991 0:00:00
767,2/7/1991 0:00:00
768,2/8/1991 0:00:00
769,2/11/1991 0:00:00
770,3/5/1991 0:00:00
771,3/6/1991 0:00:00
772,3/7/1991 0:00:00
773,3/11/1991 0:00:00
774,3/12/1991 0:00:00
775,3/13/1991 0:00:00
776,9/9/1991 0:00:00
777,9/10/1991 0:00:00
778,9/11/1991 0:00:00
779,9/12/1991 0:00:00
780,9/13/1991 0:00:00
781,9/16/1991 0:00:00
782,9/17/1991 0:00:00
783,10/9/1991 0:00:00
784,10/10/1991 0:00:00
785,10/11/1991 0:00:00
786,10/15/1991 0:00:00
787,10/16/1991 0:00:00
788,10/17/1991 0:00:00
789,10/18/1991 0:00:00
790,11/4/1991 0:00:00
791,11/5/1991 0:00:00
792,11/6/1991 0:00:00
793,11/7/1991 0:00:00
794,11/8/1991 0:00:00
795,11/12/1991 0:00:00
796,11/18/1991 0:00:00
797,11/19/1991 0:00:00
798,12/2/1991 0:00:00
799,12/3/1991 0:00:00
800,12/4/1991 0:00:00
801,12/5/1991 0:00:00
802,12/6/1991 0:00:00
803,12/9/1991 0:00:00
804,12/10/1991 0:00:00
805,1/6/1992 0:00:00
806,1/7/1992 0:00:00
807,1/8/1992 0:00:00
808,1/9/1992 0:00:00
809,1/10/1992 0:00:00
810,1/13/1992 0:00:00
811,1/14/1992 0:00:00
812,2/3/1992 0:00:00
813,2/4/1992 0:00:00
814,2/5/1992 0:00:00
815,2/6/1992 0:00:00
816,2/7/1992 0:00:00
817,2/10/1992 0:00:00
818,2/11/1992 0:00:00
819,3/9/1992 0:00:00
820,3/10/1992 0:00:00
821,3/11/1992 0:00:00
822,3/16/1992 0:00:00
823,3/17/1992 0:00:00
824,3/18/1992 0:00:00
825,3/19/1992 0:00:00
826,3/20/1992 0:00:00
827,4/23/1992 0:00:00
828,6/2/1992 0:00:00
829,6/3/1992 0:00:00
830,6/4/1992 0:00:00
831,6/5/1992 0:00:00
832,9/8/1992 0:00:00
833,9/9/1992 0:00:00
834,9/10/1992 0:00:00
835,9/14/1992 0:00:00
836,9/15/1992 0:00:00
837,9/16/1992 0:00:00
838,9/17/1992 0:00:00
839,9/18/1992 0:00:00
840,10/5/1992 0:00:00
841,10/6/1992 0:00:00
842,10/7/1992 0:00:00
843,10/8/1992 0:00:00
844,10/9/1992 0:00:00
845,10/14/1992 0:00:00
846,10/19/1992 0:00:00
847,10/20/1992 0:00:00
848,11/2/1992 0:00:00
849,11/3/1992 0:00:00
850,11/4/1992 0:00:00
851,11/5/1992 0:00:00
852,11/6/1992 0:00:00
853,11/9/1992 0:00:00
854,11/12/1992 0:00:00
855,11/13/1992 0:00:00
856,12/7/1992 0:00:00
857,12/8/1992 0:00:00
858,12/9/1992 0:00:00
859,12/10/1992 0:00:00
860,12/11/1992 0:00:00
861,12/14/1992 0:00:00
862,12/17/1992 0:00:00
863,12/18/1992 0:00:00
864,1/6/1993 0:00:00
865,1/7/1993 0:00:00
866,1/8/1993 0:00:00
867,1/11/1993 0:00:00
868,1/12/1993 0:00:00
869,1/13/1993 0:00:00
870,1/14/1993 0:00:00
871,1/15/1993 0:00:00
872,2/3/1993 0:00:00
873,2/4/1993 0:00:00
874,2/5/1993 0:00:00
875,2/8/1993 0:00:00
876,2/9/1993 0:00:00
877,2/10/1993 0:00:00
878,2/11/1993 0:00:00
879,2/16/1993 0:00:00
880,3/8/1993 0:00:00
881,3/9/1993 0:00:00
882,3/10/1993 0:00:00
883,3/11/1993 0:00:00
884,3/12/1993 0:00:00
885,3/16/1993 0:00:00
886,3/18/1993 0:00:00
887,4/5/1993 0:00:00
888,4/6/1993 0:00:00
889,4/7/1993 0:00:00
890,4/8/1993 0:00:00
891,4/14/1993 0:00:00
892,4/15/1993 0:00:00
893,4/16/1993 0:00:00
894,5/3/1993 0:00:00
895,5/4/1993 0:00:00
896,5/5/1993 0:00:00
897,5/6/1993 0:00:00
898,5/7/1993 0:00:00
899,5/12/1993 0:00:00
900,5/13/1993 0:00:00
901,5/14/1993 0:00:00
902,8/9/1993 0:00:00
903,8/10/1993 0:00:00
904,8/11/1993 0:00:00
905,8/12/1993 0:00:00
906,8/13/1993 0:00:00
907,8/16/1993 0:00:00
908,8/17/1993 0:00:00
909,9/7/1993 0:00:00
910,9/8/1993 0:00:00
911,9/9/1993 0:00:00
912,9/10/1993 0:00:00
913,9/13/1993 0:00:00
914,9/14/1993 0:00:00
915,9/15/1993 0:00:00
916,10/4/1993 0:00:00
917,10/5/1993 0:00:00
918,10/6/1993 0:00:00
919,10/7/1993 0:00:00
920,10/8/1993 0:00:00
921,10/13/1993 0:00:00
922,10/14/1993 0:00:00
923,11/8/1993 0:00:00
924,11/9/1993 0:00:00
925,11/10/1993 0:00:00
926,11/15/1993 0:00:00
927,11/16/1993 0:00:00
928,11/17/1993 0:00:00
929,11/18/1993 0:00:00
930,12/6/1993 0:00:00
931,12/7/1993 0:00:00
