"TowRowID","SampleRowID","TowNumber","TimeStart","TimeStop","MeterSerial","MeterIn","MeterOut","MeterDifference","TowComments","MeterEstimate"
3240,3602,1,1899-12-30 05:50:00,NA,NA,NA,NA,NA,NA,FALSE
3241,3602,2,1899-12-30 05:10:00,NA,NA,NA,NA,NA,NA,FALSE
3242,3603,1,1899-12-30 06:50:00,NA,NA,NA,NA,NA,NA,FALSE
3243,3603,2,1899-12-30 07:15:00,NA,NA,NA,NA,NA,NA,FALSE
3244,3604,1,1899-12-30 08:30:00,NA,NA,NA,NA,NA,NA,FALSE
3245,3604,2,1899-12-30 08:42:00,NA,NA,NA,NA,NA,NA,FALSE
3246,3605,1,1899-12-30 09:55:00,NA,NA,NA,NA,NA,NA,FALSE
3247,3605,2,1899-12-30 10:10:00,NA,NA,NA,NA,NA,NA,FALSE
3248,3606,1,1899-12-30 10:30:00,NA,NA,NA,NA,NA,NA,FALSE
3249,3606,2,1899-12-30 10:50:00,NA,NA,NA,NA,NA,NA,FALSE
3250,3606,3,1899-12-30 11:05:00,NA,NA,NA,NA,NA,NA,FALSE
3251,3607,1,1899-12-30 05:40:00,NA,NA,NA,NA,NA,NA,FALSE
3252,3607,2,1899-12-30 05:53:00,NA,NA,NA,NA,NA,NA,FALSE
3253,3607,3,1899-12-30 06:05:00,NA,NA,NA,NA,NA,NA,FALSE
3254,3608,1,1899-12-30 07:17:00,NA,NA,NA,NA,NA,NA,FALSE
3255,3608,2,1899-12-30 07:34:00,NA,NA,NA,NA,NA,NA,FALSE
3256,3608,3,1899-12-30 07:50:00,NA,NA,NA,NA,NA,NA,FALSE
3257,3609,1,1899-12-30 13:25:00,NA,NA,NA,NA,NA,NA,FALSE
3258,3609,2,1899-12-30 13:40:00,NA,NA,NA,NA,NA,NA,FALSE
3259,3609,3,1899-12-30 13:58:00,NA,NA,NA,NA,NA,NA,FALSE
3260,3610,1,1899-12-30 14:46:00,NA,NA,NA,NA,NA,NA,FALSE
3261,3610,2,1899-12-30 15:00:00,NA,NA,NA,NA,NA,NA,FALSE
3262,3610,3,1899-12-30 15:14:00,NA,NA,NA,NA,NA,NA,FALSE
3263,3611,1,1899-12-30 12:10:00,NA,NA,NA,NA,NA,NA,FALSE
3264,3611,2,1899-12-30 12:24:00,NA,NA,NA,NA,NA,NA,FALSE
3265,3612,1,1899-12-30 08:55:00,NA,NA,NA,NA,NA,NA,FALSE
3266,3612,2,1899-12-30 09:08:00,NA,NA,NA,NA,NA,NA,FALSE
3267,3613,1,1899-12-30 10:10:00,NA,NA,NA,NA,NA,NA,FALSE
3268,3613,2,1899-12-30 10:23:00,NA,NA,NA,NA,NA,NA,FALSE
3269,3613,3,1899-12-30 10:37:00,NA,NA,NA,NA,NA,NA,FALSE
3270,3614,1,1899-12-30 13:10:00,NA,NA,NA,NA,NA,NA,FALSE
3271,3614,2,1899-12-30 13:25:00,NA,NA,NA,NA,NA,NA,FALSE
3272,3614,3,1899-12-30 13:40:00,NA,NA,NA,NA,NA,NA,FALSE
3273,3615,1,1899-12-30 12:10:00,NA,NA,NA,NA,NA,NA,FALSE
3274,3615,2,1899-12-30 12:25:00,NA,NA,NA,NA,NA,NA,FALSE
3275,3615,3,1899-12-30 12:43:00,NA,NA,NA,NA,NA,NA,FALSE
3276,3616,1,1899-12-30 10:30:00,NA,NA,NA,NA,NA,NA,FALSE
3277,3616,2,1899-12-30 11:47:00,NA,NA,NA,NA,NA,NA,FALSE
3278,3616,3,1899-12-30 11:32:00,NA,NA,NA,NA,NA,NA,FALSE
3279,3617,1,1899-12-30 08:55:00,NA,NA,NA,NA,NA,NA,FALSE
3280,3617,2,1899-12-30 09:10:00,NA,NA,NA,NA,NA,NA,FALSE
3281,3617,3,1899-12-30 09:25:00,NA,NA,NA,NA,NA,NA,FALSE
3282,3618,1,1899-12-30 07:40:00,NA,NA,NA,NA,NA,NA,FALSE
3283,3618,2,1899-12-30 07:55:00,NA,NA,NA,NA,NA,NA,FALSE
3284,3618,3,1899-12-30 08:10:00,NA,NA,NA,NA,NA,NA,FALSE
3285,3619,1,1899-12-30 06:30:00,NA,NA,NA,NA,NA,NA,FALSE
3286,3619,2,1899-12-30 06:45:00,NA,NA,NA,NA,NA,NA,FALSE
3287,3620,1,1899-12-30 05:00:00,NA,NA,NA,NA,NA,NA,FALSE
3288,3620,2,1899-12-30 05:15:00,NA,NA,NA,NA,NA,NA,FALSE
3289,3620,3,1899-12-30 05:30:00,NA,NA,NA,NA,NA,NA,FALSE
3290,3621,1,1899-12-30 09:50:00,NA,NA,NA,NA,NA,NA,FALSE
3291,3621,2,1899-12-30 10:05:00,NA,NA,NA,NA,NA,NA,FALSE
3292,3622,1,1899-12-30 10:40:00,NA,NA,NA,NA,NA,NA,FALSE
3293,3622,2,1899-12-30 10:55:00,NA,NA,NA,NA,NA,NA,FALSE
3294,3622,3,1899-12-30 11:12:00,NA,NA,NA,NA,NA,NA,FALSE
3295,3623,1,1899-12-30 07:30:00,NA,NA,NA,NA,NA,NA,FALSE
3296,3623,2,1899-12-30 07:45:00,NA,NA,NA,NA,NA,NA,FALSE
3297,3623,3,1899-12-30 08:00:00,NA,NA,NA,NA,NA,NA,FALSE
3298,3624,1,1899-12-30 08:55:00,NA,NA,NA,NA,NA,NA,FALSE
3299,3624,2,1899-12-30 09:12:00,NA,NA,NA,NA,NA,NA,FALSE
3300,3625,1,1899-12-30 06:30:00,NA,NA,NA,NA,NA,NA,FALSE
3301,3625,2,1899-12-30 06:45:00,NA,NA,NA,NA,NA,NA,FALSE
3302,3625,3,1899-12-30 07:08:00,NA,NA,NA,NA,NA,NA,FALSE
3303,3626,1,1899-12-30 05:20:00,NA,NA,NA,NA,NA,NA,FALSE
3304,3626,2,1899-12-30 05:30:00,NA,NA,NA,NA,NA,NA,FALSE
3305,3626,3,1899-12-30 05:45:00,NA,NA,NA,NA,NA,NA,FALSE
3306,3627,1,1899-12-30 12:00:00,NA,NA,NA,NA,NA,NA,FALSE
3307,3627,2,1899-12-30 12:15:00,NA,NA,NA,NA,NA,NA,FALSE
3308,3628,1,1899-12-30 11:10:00,NA,NA,NA,NA,NA,NA,FALSE
3309,3628,2,1899-12-30 11:25:00,NA,NA,NA,NA,NA,NA,FALSE
3310,3629,1,1899-12-30 10:14:00,NA,NA,NA,NA,NA,NA,FALSE
3311,3629,2,1899-12-30 10:28:00,NA,NA,NA,NA,NA,NA,FALSE
3312,3630,1,1899-12-30 09:00:00,NA,NA,NA,NA,NA,NA,FALSE
3313,3630,2,1899-12-30 09:15:00,NA,NA,NA,NA,NA,NA,FALSE
3314,3630,3,1899-12-30 09:30:00,NA,NA,NA,NA,NA,NA,FALSE
3315,3631,1,1899-12-30 07:30:00,NA,NA,NA,NA,NA,NA,FALSE
3316,3631,2,1899-12-30 07:45:00,NA,NA,NA,NA,NA,NA,FALSE
3317,3631,3,1899-12-30 08:00:00,NA,NA,NA,NA,NA,NA,FALSE
3318,3632,1,1899-12-30 06:05:00,NA,NA,NA,NA,NA,NA,FALSE
3319,3632,2,1899-12-30 06:20:00,NA,NA,NA,NA,NA,NA,FALSE
3320,3632,3,NA,NA,NA,NA,NA,NA,NA,FALSE
3321,3633,1,1899-12-30 06:40:00,NA,NA,NA,NA,NA,NA,FALSE
3322,3633,2,1899-12-30 06:55:00,NA,NA,NA,NA,NA,NA,FALSE
3323,3634,1,1899-12-30 08:12:00,NA,NA,NA,NA,NA,NA,FALSE
3324,3634,2,1899-12-30 08:29:00,NA,NA,NA,NA,NA,NA,FALSE
3325,3634,3,1899-12-30 08:43:00,NA,NA,NA,NA,NA,NA,FALSE
3326,3635,1,1899-12-30 09:30:00,NA,NA,NA,NA,NA,NA,FALSE
3327,3635,2,1899-12-30 09:45:00,NA,NA,NA,NA,NA,NA,FALSE
3328,3635,3,1899-12-30 10:00:00,NA,NA,NA,NA,NA,NA,FALSE
3329,3636,1,1899-12-30 05:30:00,NA,NA,NA,NA,NA,NA,FALSE
3330,3636,2,1899-12-30 05:45:00,NA,NA,NA,NA,NA,NA,FALSE
3331,3636,3,1899-12-30 06:04:00,NA,NA,NA,NA,NA,NA,FALSE
3332,3637,1,1899-12-30 15:00:00,NA,NA,NA,NA,NA,NA,FALSE
3333,3637,2,1899-12-30 15:20:00,NA,NA,NA,NA,NA,NA,FALSE
3334,3638,1,1899-12-30 07:27:00,NA,NA,NA,NA,NA,NA,FALSE
3335,3638,2,1899-12-30 07:43:00,NA,NA,NA,NA,NA,NA,FALSE
3336,3639,1,1899-12-30 13:50:00,NA,NA,NA,NA,NA,NA,FALSE
3337,3639,2,1899-12-30 14:08:00,NA,NA,NA,NA,NA,NA,FALSE
3338,3640,1,1899-12-30 11:10:00,NA,NA,NA,NA,NA,NA,FALSE
3339,3640,2,1899-12-30 11:25:00,NA,NA,NA,NA,NA,NA,FALSE
3340,3641,1,1899-12-30 12:13:00,NA,NA,NA,NA,NA,NA,FALSE
3341,3641,2,1899-12-30 12:26:00,NA,NA,NA,NA,NA,NA,FALSE
3342,3642,1,1899-12-30 09:54:00,NA,NA,NA,NA,NA,NA,FALSE
3343,3642,2,1899-12-30 10:10:00,NA,NA,NA,NA,NA,NA,FALSE
3344,3643,1,1899-12-30 08:50:00,NA,NA,NA,NA,NA,NA,FALSE
3345,3643,2,1899-12-30 09:06:00,NA,NA,NA,NA,NA,NA,FALSE
3346,3644,1,1899-12-30 13:00:00,NA,NA,NA,NA,NA,NA,FALSE
3347,3644,2,1899-12-30 13:19:00,NA,NA,NA,NA,NA,NA,FALSE
3348,3644,3,1899-12-30 13:34:00,NA,NA,NA,NA,NA,NA,FALSE
3349,3645,1,1899-12-30 12:00:00,NA,NA,NA,NA,NA,NA,FALSE
3350,3645,2,1899-12-30 12:18:00,NA,NA,NA,NA,NA,NA,FALSE
3351,3645,3,1899-12-30 12:35:00,NA,NA,NA,NA,NA,NA,FALSE
3352,3646,1,1899-12-30 10:35:00,NA,NA,NA,NA,NA,NA,FALSE
3353,3646,2,1899-12-30 11:00:00,NA,NA,NA,NA,NA,NA,FALSE
3354,3646,3,1899-12-30 11:20:00,NA,NA,NA,NA,NA,NA,FALSE
3355,3647,1,1899-12-30 08:00:00,NA,NA,NA,NA,NA,NA,FALSE
3356,3647,2,1899-12-30 08:20:00,NA,NA,NA,NA,NA,NA,FALSE
3357,3648,1,1899-12-30 06:05:00,NA,NA,NA,NA,NA,NA,FALSE
3358,3648,2,1899-12-30 06:20:00,NA,NA,NA,NA,NA,NA,FALSE
3359,3649,1,1899-12-30 10:08:00,NA,NA,NA,NA,NA,NA,FALSE
3360,3649,2,1899-12-30 10:19:00,NA,NA,NA,NA,NA,NA,FALSE
3361,3650,1,1899-12-30 10:55:00,NA,NA,NA,NA,NA,NA,FALSE
3362,3650,2,1899-12-30 11:12:00,NA,NA,NA,NA,NA,NA,FALSE
3363,3650,3,1899-12-30 11:27:00,NA,NA,NA,NA,NA,NA,FALSE
3364,3651,1,1899-12-30 08:45:00,NA,NA,NA,NA,NA,NA,FALSE
3365,3651,2,1899-12-30 09:00:00,NA,NA,NA,NA,NA,NA,FALSE
3366,3651,3,1899-12-30 09:15:00,NA,NA,NA,NA,NA,NA,FALSE
3367,3652,1,1899-12-30 07:00:00,NA,NA,NA,NA,NA,NA,FALSE
3368,3652,2,1899-12-30 07:27:00,NA,NA,NA,NA,NA,NA,FALSE
3369,3652,3,1899-12-30 07:40:00,NA,NA,NA,NA,NA,NA,FALSE
3370,3653,1,1899-12-30 05:47:00,NA,NA,NA,NA,NA,NA,FALSE
3371,3653,2,1899-12-30 06:02:00,NA,NA,NA,NA,NA,NA,FALSE
3372,3653,3,1899-12-30 06:20:00,NA,NA,NA,NA,NA,NA,FALSE
3373,3654,1,1899-12-30 11:00:00,NA,NA,NA,NA,NA,NA,FALSE
3374,3654,2,1899-12-30 11:14:00,NA,NA,NA,NA,NA,NA,FALSE
3375,3655,1,1899-12-30 09:50:00,NA,NA,NA,NA,NA,NA,FALSE
3376,3655,2,1899-12-30 10:05:00,NA,NA,NA,NA,NA,NA,FALSE
3377,3655,3,1899-12-30 10:20:00,NA,NA,NA,NA,NA,NA,FALSE
3378,3656,1,1899-12-30 08:46:00,NA,NA,NA,NA,NA,NA,FALSE
3379,3656,2,1899-12-30 09:00:00,NA,NA,NA,NA,NA,NA,FALSE
3380,3656,3,1899-12-30 09:15:00,NA,NA,NA,NA,NA,NA,FALSE
3381,3657,1,1899-12-30 07:20:00,NA,NA,NA,NA,NA,NA,FALSE
3382,3657,2,1899-12-30 07:37:00,NA,NA,NA,NA,NA,NA,FALSE
3383,3657,3,1899-12-30 07:52:00,NA,NA,NA,NA,NA,NA,FALSE
3384,3658,1,1899-12-30 05:55:00,NA,NA,NA,NA,NA,NA,FALSE
3385,3658,2,1899-12-30 06:09:00,NA,NA,NA,NA,NA,NA,FALSE
3386,3658,3,1899-12-30 06:25:00,NA,NA,NA,NA,NA,NA,FALSE
3387,3659,1,1899-12-30 05:44:00,NA,NA,NA,NA,NA,NA,FALSE
3388,3659,2,1899-12-30 06:00:00,NA,NA,NA,NA,NA,NA,FALSE
3389,3660,1,1899-12-30 06:36:00,NA,NA,NA,NA,NA,NA,FALSE
3390,3660,2,1899-12-30 06:50:00,NA,NA,NA,NA,NA,NA,FALSE
3391,3661,1,1899-12-30 08:05:00,NA,NA,NA,NA,NA,NA,FALSE
3392,3661,2,1899-12-30 08:25:00,NA,NA,NA,NA,NA,NA,FALSE
3393,3662,1,1899-12-30 08:55:00,NA,NA,NA,NA,NA,NA,FALSE
3394,3662,2,1899-12-30 09:11:00,NA,NA,NA,NA,NA,NA,FALSE
3395,3663,1,1899-12-30 09:30:00,NA,NA,NA,NA,NA,NA,FALSE
3396,3663,2,1899-12-30 09:45:00,NA,NA,NA,NA,NA,NA,FALSE
3397,3663,3,1899-12-30 10:00:00,NA,NA,NA,NA,NA,NA,FALSE
3398,3664,1,1899-12-30 06:10:00,NA,NA,NA,NA,NA,NA,FALSE
3399,3664,2,1899-12-30 06:20:00,NA,NA,NA,NA,NA,NA,FALSE
3400,3664,3,1899-12-30 06:40:00,NA,NA,NA,NA,NA,NA,FALSE
3401,3665,1,1899-12-30 07:40:00,NA,NA,NA,NA,NA,NA,FALSE
3402,3665,2,1899-12-30 07:57:00,NA,NA,NA,NA,NA,NA,FALSE
3403,3665,3,1899-12-30 08:10:00,NA,NA,NA,NA,NA,NA,FALSE
3404,3666,1,1899-12-30 13:50:00,NA,NA,NA,NA,NA,NA,FALSE
3405,3666,2,1899-12-30 14:05:00,NA,NA,NA,NA,NA,NA,FALSE
3406,3666,3,1899-12-30 14:20:00,NA,NA,NA,NA,NA,NA,FALSE
3407,3667,1,1899-12-30 14:48:00,NA,NA,NA,NA,NA,NA,FALSE
3408,3667,2,1899-12-30 15:15:00,NA,NA,NA,NA,NA,NA,FALSE
3409,3667,3,1899-12-30 15:30:00,NA,NA,NA,NA,NA,NA,FALSE
3410,3668,1,1899-12-30 12:27:00,NA,NA,NA,NA,NA,NA,FALSE
3411,3668,2,1899-12-30 13:00:00,NA,NA,NA,NA,NA,NA,FALSE
3412,3668,3,1899-12-30 13:15:00,NA,NA,NA,NA,NA,NA,FALSE
3413,3669,1,1899-12-30 09:00:00,NA,NA,NA,NA,NA,NA,FALSE
3414,3669,2,1899-12-30 09:20:00,NA,NA,NA,NA,NA,NA,FALSE
3415,3669,3,1899-12-30 09:35:00,NA,NA,NA,NA,NA,NA,FALSE
3416,3670,1,1899-12-30 10:25:00,NA,NA,NA,NA,NA,NA,FALSE
3417,3670,2,1899-12-30 11:00:00,NA,NA,NA,NA,NA,NA,FALSE
3418,3670,3,1899-12-30 11:10:00,NA,NA,NA,NA,NA,NA,FALSE
3419,3671,1,1899-12-30 13:00:00,NA,NA,NA,NA,NA,NA,FALSE
3420,3671,2,1899-12-30 13:25:00,NA,NA,NA,NA,NA,NA,FALSE
3421,3671,3,1899-12-30 13:45:00,NA,NA,NA,NA,NA,NA,FALSE
3422,3672,1,1899-12-30 13:14:00,NA,NA,NA,NA,NA,NA,FALSE
3423,3672,2,1899-12-30 13:40:00,NA,NA,NA,NA,NA,NA,FALSE
3424,3672,3,1899-12-30 14:00:00,NA,NA,NA,NA,NA,NA,FALSE
3425,3673,1,1899-12-30 12:10:00,NA,NA,NA,NA,NA,NA,FALSE
3426,3673,2,1899-12-30 12:45:00,NA,NA,NA,NA,NA,NA,FALSE
3427,3673,3,1899-12-30 12:50:00,NA,NA,NA,NA,NA,NA,FALSE
3428,3674,1,1899-12-30 11:00:00,NA,NA,NA,NA,NA,NA,FALSE
3429,3674,2,1899-12-30 11:30:00,NA,NA,NA,NA,NA,NA,FALSE
3430,3674,3,1899-12-30 11:45:00,NA,NA,NA,NA,NA,NA,FALSE
3431,3675,1,1899-12-30 08:57:00,NA,NA,NA,NA,NA,NA,FALSE
3432,3675,2,1899-12-30 09:26:00,NA,NA,NA,NA,NA,NA,FALSE
3433,3675,3,1899-12-30 09:40:00,NA,NA,NA,NA,NA,NA,FALSE
3434,3676,1,1899-12-30 07:53:00,NA,NA,NA,NA,NA,NA,FALSE
3435,3676,2,1899-12-30 08:05:00,NA,NA,NA,NA,NA,NA,FALSE
3436,3676,3,1899-12-30 08:15:00,NA,NA,NA,NA,NA,NA,FALSE
3437,3677,1,1899-12-30 06:38:00,NA,NA,NA,NA,NA,NA,FALSE
3438,3677,2,1899-12-30 07:10:00,NA,NA,NA,NA,NA,NA,FALSE
3439,3677,3,1899-12-30 07:25:00,NA,NA,NA,NA,NA,NA,FALSE
3440,3678,1,1899-12-30 05:00:00,NA,NA,NA,NA,NA,NA,FALSE
3441,3678,2,1899-12-30 05:15:00,NA,NA,NA,NA,NA,NA,FALSE
3442,3678,3,1899-12-30 05:35:00,NA,NA,NA,NA,NA,NA,FALSE
3443,3679,1,1899-12-30 10:25:00,NA,NA,NA,NA,NA,NA,FALSE
3444,3679,2,1899-12-30 10:35:00,NA,NA,NA,NA,NA,NA,FALSE
3445,3679,3,1899-12-30 10:44:00,NA,NA,NA,NA,NA,NA,FALSE
3446,3680,1,1899-12-30 11:25:00,NA,NA,NA,NA,NA,NA,FALSE
3447,3680,2,1899-12-30 11:26:00,NA,NA,NA,NA,NA,NA,FALSE
3448,3680,3,1899-12-30 11:35:00,NA,NA,NA,NA,NA,NA,FALSE
3449,3681,1,1899-12-30 12:25:00,NA,NA,NA,NA,NA,NA,FALSE
3450,3681,2,1899-12-30 12:37:00,NA,NA,NA,NA,NA,NA,FALSE
3451,3681,3,1899-12-30 12:53:00,NA,NA,NA,NA,NA,NA,FALSE
3452,3682,1,1899-12-30 07:43:00,NA,NA,NA,NA,NA,NA,FALSE
3453,3682,2,1899-12-30 07:55:00,NA,NA,NA,NA,NA,NA,FALSE
3454,3682,3,1899-12-30 08:17:00,NA,NA,NA,NA,NA,NA,FALSE
3455,3683,1,1899-12-30 09:10:00,NA,NA,NA,NA,NA,NA,FALSE
3456,3683,2,1899-12-30 09:31:00,NA,NA,NA,NA,NA,NA,FALSE
3457,3683,3,1899-12-30 09:40:00,NA,NA,NA,NA,NA,NA,FALSE
3458,3684,1,1899-12-30 06:50:00,NA,NA,NA,NA,NA,NA,FALSE
3459,3684,2,1899-12-30 07:00:00,NA,NA,NA,NA,NA,NA,FALSE
3460,3684,3,1899-12-30 07:18:00,NA,NA,NA,NA,NA,NA,FALSE
3461,3685,1,1899-12-30 05:33:00,NA,NA,NA,NA,NA,NA,FALSE
3462,3685,2,1899-12-30 05:48:00,NA,NA,NA,NA,NA,NA,FALSE
3463,3685,3,1899-12-30 06:04:00,NA,NA,NA,NA,NA,NA,FALSE
3464,3686,1,1899-12-30 12:45:00,NA,NA,NA,NA,NA,NA,FALSE
3465,3686,2,1899-12-30 13:00:00,NA,NA,NA,NA,NA,NA,FALSE
3466,3686,3,1899-12-30 13:08:00,NA,NA,NA,NA,NA,NA,FALSE
3467,3687,1,1899-12-30 11:40:00,NA,NA,NA,NA,NA,NA,FALSE
3468,3687,2,1899-12-30 11:55:00,NA,NA,NA,NA,NA,NA,FALSE
3469,3687,3,1899-12-30 12:09:00,NA,NA,NA,NA,NA,NA,FALSE
3470,3688,1,1899-12-30 10:49:00,NA,NA,NA,NA,NA,NA,FALSE
3471,3688,2,1899-12-30 10:42:00,NA,NA,NA,NA,NA,NA,FALSE
3472,3688,3,1899-12-30 11:00:00,NA,NA,NA,NA,NA,NA,FALSE
3473,3689,1,1899-12-30 09:10:00,NA,NA,NA,NA,NA,NA,FALSE
3474,3689,2,1899-12-30 09:25:00,NA,NA,NA,NA,NA,NA,FALSE
3475,3689,3,1899-12-30 09:36:00,NA,NA,NA,NA,NA,NA,FALSE
3476,3690,1,1899-12-30 07:15:00,NA,NA,NA,NA,NA,NA,FALSE
3477,3690,2,1899-12-30 07:30:00,NA,NA,NA,NA,NA,NA,FALSE
3478,3690,3,1899-12-30 08:17:00,NA,NA,NA,NA,NA,NA,FALSE
3479,3691,1,1899-12-30 06:17:00,NA,NA,NA,NA,NA,NA,FALSE
3480,3691,2,1899-12-30 06:50:00,NA,NA,NA,NA,NA,NA,FALSE
3481,3691,3,1899-12-30 06:55:00,NA,NA,NA,NA,NA,NA,FALSE
3482,3692,1,1899-12-30 07:23:00,NA,NA,NA,NA,NA,NA,FALSE
3483,3692,2,1899-12-30 07:36:00,NA,NA,NA,NA,NA,NA,FALSE
3484,3692,3,1899-12-30 07:49:00,NA,NA,NA,NA,NA,NA,FALSE
3485,3693,1,1899-12-30 08:32:00,NA,NA,NA,NA,NA,NA,FALSE
3486,3693,2,1899-12-30 08:47:00,NA,NA,NA,NA,NA,NA,FALSE
3487,3693,3,1899-12-30 09:05:00,NA,NA,NA,NA,NA,NA,FALSE
3488,3694,1,1899-12-30 10:39:00,NA,NA,NA,NA,NA,NA,FALSE
3489,3694,2,1899-12-30 10:54:00,NA,NA,NA,NA,NA,NA,FALSE
3490,3694,3,1899-12-30 11:08:00,NA,NA,NA,NA,NA,NA,FALSE
3491,3695,1,1899-12-30 12:34:00,NA,NA,NA,NA,NA,NA,FALSE
3492,3695,2,1899-12-30 12:55:00,NA,NA,NA,NA,NA,NA,FALSE
3493,3695,3,1899-12-30 13:03:00,NA,NA,NA,NA,NA,NA,FALSE
3494,3696,1,1899-12-30 05:05:00,NA,NA,NA,NA,NA,NA,FALSE
3495,3696,2,1899-12-30 05:18:00,NA,NA,NA,NA,NA,NA,FALSE
3496,3696,3,1899-12-30 05:39:00,NA,NA,NA,NA,NA,NA,FALSE
3497,3697,1,1899-12-30 07:15:00,NA,NA,NA,NA,NA,NA,FALSE
3498,3697,2,1899-12-30 07:30:00,NA,NA,NA,NA,NA,NA,FALSE
3499,3697,3,1899-12-30 07:45:00,NA,NA,NA,NA,NA,NA,FALSE
3500,3698,1,1899-12-30 12:41:00,NA,NA,NA,NA,NA,NA,FALSE
3501,3698,2,1899-12-30 12:54:00,NA,NA,NA,NA,NA,NA,FALSE
3502,3698,3,1899-12-30 12:55:00,NA,NA,NA,NA,NA,NA,FALSE
3503,3699,1,1899-12-30 13:25:00,NA,NA,NA,NA,NA,NA,FALSE
3504,3699,2,1899-12-30 13:40:00,NA,NA,NA,NA,NA,NA,FALSE
3505,3699,3,1899-12-30 13:41:00,NA,NA,NA,NA,NA,NA,FALSE
3506,3700,1,1899-12-30 11:15:00,NA,NA,NA,NA,NA,NA,FALSE
3507,3700,2,1899-12-30 11:30:00,NA,NA,NA,NA,NA,NA,FALSE
3508,3700,3,1899-12-30 11:31:00,NA,NA,NA,NA,NA,NA,FALSE
3509,3701,1,1899-12-30 08:20:00,NA,NA,NA,NA,NA,NA,FALSE
3510,3701,2,1899-12-30 08:39:00,NA,NA,NA,NA,NA,NA,FALSE
3511,3701,3,1899-12-30 08:58:00,NA,NA,NA,NA,NA,NA,FALSE
3512,3702,1,1899-12-30 09:45:00,NA,NA,NA,NA,NA,NA,FALSE
3513,3702,2,1899-12-30 10:06:00,NA,NA,NA,NA,NA,NA,FALSE
3514,3702,3,1899-12-30 10:07:00,NA,NA,NA,NA,NA,NA,FALSE
3515,3703,1,1899-12-30 15:46:00,NA,NA,NA,NA,NA,NA,FALSE
3516,3703,2,1899-12-30 16:02:00,NA,NA,NA,NA,NA,NA,FALSE
3517,3703,3,1899-12-30 16:03:00,NA,NA,NA,NA,NA,NA,FALSE
3518,3704,1,1899-12-30 13:20:00,NA,NA,NA,NA,NA,NA,FALSE
3519,3704,2,1899-12-30 13:35:00,NA,NA,NA,NA,NA,NA,FALSE
3520,3704,3,1899-12-30 13:50:00,NA,NA,NA,NA,NA,NA,FALSE
3521,3705,1,1899-12-30 12:27:00,NA,NA,NA,NA,NA,NA,FALSE
3522,3705,2,1899-12-30 12:40:00,NA,NA,NA,NA,NA,NA,FALSE
3523,3705,3,1899-12-30 12:45:00,NA,NA,NA,NA,NA,NA,FALSE
3524,3706,1,1899-12-30 11:15:00,NA,NA,NA,NA,NA,NA,FALSE
3525,3706,2,1899-12-30 11:30:00,NA,NA,NA,NA,NA,NA,FALSE
3526,3706,3,1899-12-30 11:45:00,NA,NA,NA,NA,NA,NA,FALSE
3527,3707,1,1899-12-30 10:26:00,NA,NA,NA,NA,NA,NA,FALSE
3528,3707,2,1899-12-30 10:41:00,NA,NA,NA,NA,NA,NA,FALSE
3529,3707,3,1899-12-30 10:42:00,NA,NA,NA,NA,NA,NA,FALSE
3530,3708,1,1899-12-30 08:05:00,NA,NA,NA,NA,NA,NA,FALSE
3531,3708,2,1899-12-30 08:24:00,NA,NA,NA,NA,NA,NA,FALSE
3532,3708,3,1899-12-30 08:35:00,NA,NA,NA,NA,NA,NA,FALSE
3533,3709,1,1899-12-30 07:03:00,NA,NA,NA,NA,NA,NA,FALSE
3534,3709,2,1899-12-30 07:15:00,NA,NA,NA,NA,NA,NA,FALSE
3535,3709,3,1899-12-30 07:28:00,NA,NA,NA,NA,NA,NA,FALSE
3536,3710,1,1899-12-30 05:18:00,NA,NA,NA,NA,NA,NA,FALSE
3537,3710,2,1899-12-30 05:40:00,NA,NA,NA,NA,NA,NA,FALSE
3538,3710,3,1899-12-30 06:00:00,NA,NA,NA,NA,NA,NA,FALSE
3539,3711,1,1899-12-30 09:39:00,NA,NA,NA,NA,NA,NA,FALSE
3540,3711,2,1899-12-30 09:51:00,NA,NA,NA,NA,NA,NA,FALSE
3541,3711,3,1899-12-30 09:55:00,NA,NA,NA,NA,NA,NA,FALSE
3542,3712,1,1899-12-30 10:25:00,NA,NA,NA,NA,NA,NA,FALSE
3543,3712,2,1899-12-30 10:33:00,NA,NA,NA,NA,NA,NA,FALSE
3544,3712,3,1899-12-30 10:34:00,NA,NA,NA,NA,NA,NA,FALSE
3545,3713,1,1899-12-30 11:23:00,NA,NA,NA,NA,NA,NA,FALSE
3546,3713,2,1899-12-30 11:38:00,NA,NA,NA,NA,NA,NA,FALSE
3547,3713,3,1899-12-30 11:53:00,NA,NA,NA,NA,NA,NA,FALSE
3548,3714,1,1899-12-30 07:07:00,NA,NA,NA,NA,NA,NA,FALSE
3549,3714,2,1899-12-30 07:21:00,NA,NA,NA,NA,NA,NA,FALSE
3550,3714,3,1899-12-30 07:37:00,NA,NA,NA,NA,NA,NA,FALSE
3551,3715,1,1899-12-30 08:29:00,NA,NA,NA,NA,NA,NA,FALSE
3552,3715,2,1899-12-30 08:42:00,NA,NA,NA,NA,NA,NA,FALSE
3553,3715,3,1899-12-30 08:55:00,NA,NA,NA,NA,NA,NA,FALSE
3554,3716,1,1899-12-30 06:05:00,NA,NA,NA,NA,NA,NA,FALSE
3555,3716,2,1899-12-30 06:20:00,NA,NA,NA,NA,NA,NA,FALSE
