geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
19-35-MIW01	37.97473	37.97473	-121.52777	-121.52777
19-35-MIW02	37.98331	37.98331	-121.52223	-121.52223
19-35-MRW01	37.92165	37.92165	-121.52378	-121.52378
19-35-MRW02	37.9058	37.9058	-121.50679	-121.50679
19-35-PP01	38.09649	38.09649	-121.57658	-121.57658
19-35-PP02	38.04766	38.04766	-121.5346	-121.5346
19-35-RV01	38.1125	38.1125	-121.68299	-121.68299
19-35-RV02	38.10619	38.10619	-121.71827	-121.71827
19-35-SBM01	38.07926	38.07926	-122.036	-122.036
19-35-SBW01	38.05472	38.05472	-122.08629	-122.08629
19-35-SJT01	38.09416	38.09416	-121.67275	-121.67275
19-35-SM01	38.11314	38.11314	-121.89008	-121.89008
19-35-SM02	38.16211	38.16211	-122.06012	-122.06012
19-35-SPE01	38.04126	38.04126	-122.27643	-122.27643
19-35-SPE02	38.05251	38.05251	-122.27927	-122.27927
19-35-SPE03	38.06094	38.06094	-122.31372	-122.31372
19-35-USSC01	38.51166	38.51166	-121.58469	-121.58469
19-35-USSC02	38.55952	38.55952	-121.56568	-121.56568
19-45-CS01	38.25541	38.25541	-121.67174	-121.67174
19-45-CS02	38.23641	38.23641	-121.68278	-121.68278
19-45-CS03	38.25173	38.25173	-121.72263	-121.72263
19-45-CS04	38.27548	38.27548	-121.69488	-121.69488
19-45-CS05	38.24736	38.24736	-121.67294	-121.67294
19-45-GB01	38.10675	38.10675	-122.05978	-122.05978
19-45-HB01	38.06134	38.06134	-121.95571	-121.95571
19-45-HB02	38.05428	38.05428	-121.93594	-121.93594
19-45-LSJ01	38.01864	38.01864	-121.79195	-121.79195
19-45-LSJ02	38.03612	38.03612	-121.70449	-121.70449
19-45-LSJ03	38.0252	38.0252	-121.76221	-121.76221
19-45-LSJ04	38.02119	38.02119	-121.80645	-121.80645
19-45-LSR01	38.06328	38.06328	-121.82971	-121.82971
19-45-LSR02	38.05873	38.05873	-121.79521	-121.79521
19-45-LSSC01	38.23254	38.23254	-121.67332	-121.67332
19-45-LSSC02	38.45504	38.45504	-121.59189	-121.59189
19-45-LSSC03	38.20353	38.20353	-121.65865	-121.65865
19-45-LSSC04	38.35774	38.35774	-121.63736	-121.63736
19-45-LSSC05	38.32167	38.32167	-121.65086	-121.65086
19-45-LSSC06	38.19643	38.19643	-121.65707	-121.65707
19-45-PP01	38.04998	38.04998	-121.49742	-121.49742
19-45-RV01	38.15798	38.15798	-121.68586	-121.68586
19-45-RV02	38.09493	38.09493	-121.70891	-121.70891
19-45-RV03	38.1363	38.1363	-121.69537	-121.69537
19-45-SBM01	38.07905	38.07905	-122.03712	-122.03712
19-45-SBM02	38.09246	38.09246	-122.06282	-122.06282
19-45-SBM03	38.06621	38.06621	-122.03625	-122.03625
19-45-SBW01	38.07756	38.07756	-122.09358	-122.09358
19-45-SBW02	38.05708	38.05708	-122.10475	-122.10475
19-45-SM01	38.16629	38.16629	-121.9335	-121.9335
19-45-SM02	38.14662	38.14662	-122.05893	-122.05893
19-45-SM03	38.18056	38.18056	-121.99575	-121.99575
19-45-SM04	38.1806	38.1806	-121.96366	-121.96366
19-45-USSC01	38.56353	38.56353	-121.55224	-121.55224
19-45-USSC02	38.50516	38.50516	-121.5845	-121.5845
19-45-USSC03	38.56097	38.56097	-121.54162	-121.54162
19-45-USSC04	38.52193	38.52193	-121.58441	-121.58441
19-46-CF01	38.0346	38.0346	-121.83839	-121.83839
19-46-CS01	38.23568	38.23568	-121.67971	-121.67971
19-46-CS03	38.25386	38.25386	-121.68764	-121.68764
19-46-CS05	38.2452	38.2452	-121.67778	-121.67778
19-46-CS06	38.26312	38.26312	-121.6971	-121.6971
19-46-CS07	38.27871	38.27871	-121.7107	-121.7107
19-46-LSJ01	38.04099	38.04099	-121.71493	-121.71493
19-46-LSJ02	38.0211	38.0211	-121.78411	-121.78411
19-46-LSSC01	38.42688	38.42688	-121.605	-121.605
19-46-LSSC02	38.26198	38.26198	-121.66545	-121.66545
19-46-LSSC04	38.37185	38.37185	-121.63048	-121.63048
19-46-PP01	38.05799	38.05799	-121.53071	-121.53071
19-46-RV02	38.08438	38.08438	-121.73723	-121.73723
19-46-RV03	38.10453	38.10453	-121.72063	-121.72063
19-46-SBM01	38.09901	38.09901	-122.02578	-122.02578
19-46-SBW01	38.07485	38.07485	-122.07372	-122.07372
19-46-SBW02	38.07553	38.07553	-122.09719	-122.09719
19-46-SJT01	38.06547	38.06547	-121.67749	-121.67749
19-46-SJT02	38.08592	38.08592	-121.68278	-121.68278
19-46-SM01	38.07501	38.07501	-121.88115	-121.88115
19-46-SM02	38.12072	38.12072	-122.06676	-122.06676
19-46-SM03	38.19182	38.19182	-121.93008	-121.93008
19-46-SM04	38.20251	38.20251	-122.04024	-122.04024
19-46-SM05	38.11309	38.11309	-121.89062	-121.89062
19-46-USSC01	38.52759	38.52759	-121.58473	-121.58473
19-46-USSC02	38.49471	38.49471	-121.58461	-121.58461
19-47-CF01	38.03746	38.03746	-121.88035	-121.88035
19-47-CS01	38.24687	38.24687	-121.6978	-121.6978
19-47-CS02	38.2643	38.2643	-121.69742	-121.69742
19-47-CS03	38.31271	38.31271	-121.69294	-121.69294
19-47-CS04	38.23806	38.23806	-121.6841	-121.6841
19-47-CS05	38.25019	38.25019	-121.68753	-121.68753
19-47-HB01	38.05573	38.05573	-121.95885	-121.95885
19-47-LSJ01	38.02863	38.02863	-121.74777	-121.74777
19-47-LSJ02	38.01898	38.01898	-121.79142	-121.79142
19-47-LSSC01	38.41839	38.41839	-121.60889	-121.60889
19-47-LSSC02	38.26851	38.26851	-121.66345	-121.66345
19-47-LSSC03	38.29618	38.29618	-121.65691	-121.65691
19-47-LSSC04	38.19325	38.19325	-121.65667	-121.65667
19-47-LSSC05	38.46074	38.46074	-121.58936	-121.58936
19-47-LSSC06	38.38587	38.38587	-121.62407	-121.62407
19-47-PP01	38.09719	38.09719	-121.58054	-121.58054
19-47-RV01	38.16125	38.16125	-121.68309	-121.68309
19-47-RV02	38.0842	38.0842	-121.73779	-121.73779
19-47-RV03	38.09163	38.09163	-121.72998	-121.72998
19-47-RV04	38.17506	38.17506	-121.66879	-121.66879
19-47-RV05	38.14475	38.14475	-121.68855	-121.68855
19-47-SBM01	38.07705	38.07705	-121.9917	-121.9917
19-47-SBW01	38.03842	38.03842	-122.13868	-122.13868
19-47-SJT01	38.08692	38.08692	-121.64596	-121.64596
19-47-SJT02	38.07717	38.07717	-121.67867	-121.67867
19-47-SM02	38.17889	38.17889	-122.00505	-122.00505
19-47-SM03	38.17509	38.17509	-121.94935	-121.94935
19-47-USSC01	38.56016	38.56016	-121.56509	-121.56509
19-47-USSC02	38.55247	38.55247	-121.57852	-121.57852
19-47-USSC03	38.56211	38.56211	-121.54668	-121.54668
19-47-USSC04	38.51102	38.51102	-121.58457	-121.58457
19-48-CS02	38.24374	38.24374	-121.67808	-121.67808
19-48-CS03	38.24327	38.24327	-121.6888	-121.6888
19-48-CS04	38.26199	38.26199	-121.69148	-121.69148
19-48-CS05	38.32654	38.32654	-121.66729	-121.66729
19-48-CS06	38.24973	38.24973	-121.67448	-121.67448
19-48-GB03	38.12213	38.12213	-122.0561	-122.0561
19-48-LSJ01	38.04772	38.04772	-121.69369	-121.69369
19-48-LSR01	38.0681	38.0681	-121.77084	-121.77084
19-48-LSR02	38.06896	38.06896	-121.83549	-121.83549
19-48-LSSC01	38.41508	38.41508	-121.61088	-121.61088
19-48-LSSC02	38.18289	38.18289	-121.66367	-121.66367
19-48-LSSC03	38.35205	38.35205	-121.63968	-121.63968
19-48-PP01	38.06737	38.06737	-121.53707	-121.53707
19-48-PP02	38.09982	38.09982	-121.59318	-121.59318
19-48-RV01	38.10995	38.10995	-121.70162	-121.70162
19-48-RV02	38.08494	38.08494	-121.73947	-121.73947
19-48-RV03	38.13101	38.13101	-121.69719	-121.69719
19-48-SBM01	38.09194	38.09194	-122.02332	-122.02332
19-48-SBM02	38.05168	38.05168	-121.98197	-121.98197
19-48-SBM03	38.07367	38.07367	-122.00435	-122.00435
19-48-SBM04	38.09575	38.09575	-122.04908	-122.04908
19-48-SBW01	38.06549	38.06549	-122.05663	-122.05663
19-48-SBW02	38.06118	38.06118	-122.10272	-122.10272
19-48-SBW03	38.05349	38.05349	-122.07962	-122.07962
19-48-SJT01	38.09374	38.09374	-121.62893	-121.62893
19-48-SJT02	38.05807	38.05807	-121.67737	-121.67737
19-48-SM01	38.09577	38.09577	-121.89175	-121.89175
19-48-SM02	38.17454	38.17454	-121.94861	-121.94861
19-48-SM03	38.13686	38.13686	-122.06108	-122.06108
19-48-SM04	38.18581	38.18581	-121.97002	-121.97002
19-48-USSC01	38.56066	38.56066	-121.56312	-121.56312
19-48-USSC02	38.56304	38.56304	-121.55134	-121.55134
19-48-USSC03	38.55272	38.55272	-121.5783	-121.5783
19-48-USSC04	38.47587	38.47587	-121.58451	-121.58451
19-49-CF01	38.06731	38.06731	-121.85091	-121.85091
19-49-CF02	38.04258	38.04258	-121.90413	-121.90413
19-49-CF03	38.03173	38.03173	-121.86709	-121.86709
19-49-CQS01	38.05755	38.05755	-122.25259	-122.25259
19-49-CS01	38.26018	38.26018	-121.74759	-121.74759
19-49-CS02	38.23984	38.23984	-121.68552	-121.68552
19-49-CS04	38.24889	38.24889	-121.67227	-121.67227
19-49-CS05	38.2971	38.2971	-121.69272	-121.69272
19-49-CS07	38.2509	38.2509	-121.71734	-121.71734
19-49-CS08	38.24051	38.24051	-121.68127	-121.68127
19-49-GB01	38.10809	38.10809	-122.05323	-122.05323
19-49-LNR01	38.17907	38.17907	-122.30096	-122.30096
19-49-LSR01	38.04945	38.04945	-121.79652	-121.79652
19-49-LSR02	38.0695	38.0695	-121.83694	-121.83694
19-49-LSR03	38.06005	38.06005	-121.80536	-121.80536
19-49-LSR04	38.07126	38.07126	-121.77264	-121.77264
19-49-LSSC01	38.35681	38.35681	-121.6373	-121.6373
19-49-LSSC02	38.32989	38.32989	-121.64864	-121.64864
19-49-LSSC03	38.46482	38.46482	-121.5879	-121.5879
19-49-LSSC04	38.1884	38.1884	-121.65893	-121.65893
19-49-LSSC05	38.38741	38.38741	-121.62269	-121.62269
19-49-LSSC06	38.26348	38.26348	-121.66466	-121.66466
19-49-PP01	38.10152	38.10152	-121.59097	-121.59097
19-49-PP02	38.06334	38.06334	-121.54519	-121.54519
19-49-RV01	38.09519	38.09519	-121.73175	-121.73175
19-49-RV02	38.10012	38.10012	-121.70844	-121.70844
19-49-RV03	38.13841	38.13841	-121.69307	-121.69307
19-49-SBM01	38.07228	38.07228	-122.00155	-122.00155
19-49-SBM02	38.07292	38.07292	-121.97372	-121.97372
19-49-SBW01	38.05022	38.05022	-122.10069	-122.10069
19-49-SJT01	38.09352	38.09352	-121.65861	-121.65861
19-49-SM01	38.12297	38.12297	-121.90024	-121.90024
19-49-SM02	38.18109	38.18109	-121.92185	-121.92185
19-49-SM03	38.19832	38.19832	-122.04361	-122.04361
19-49-SM04	38.09175	38.09175	-121.88543	-121.88543
19-49-SPE01	38.03005	38.03005	-122.30767	-122.30767
19-49-SPE02	38.06096	38.06096	-122.29243	-122.29243
19-50-CF01	38.04808	38.04808	-121.90224	-121.90224
19-50-CQS01	38.06659	38.06659	-122.24995	-122.24995
19-50-CS02	38.23116	38.23116	-121.67611	-121.67611
19-50-CS04	38.25708	38.25708	-121.73347	-121.73347
19-50-CS05	38.24685	38.24685	-121.67678	-121.67678
19-50-CS06	38.42334	38.42334	-121.61353	-121.61353
19-50-CS08	38.25575	38.25575	-121.73741	-121.73741
19-50-CS09	38.26814	38.26814	-121.66932	-121.66932
19-50-GB01	38.10312	38.10312	-122.05767	-122.05767
19-50-LNR01	38.16162	38.16162	-122.29613	-122.29613
19-50-LSJ01	38.02074	38.02074	-121.81243	-121.81243
19-50-LSR01	38.05559	38.05559	-121.80421	-121.80421
19-50-LSR02	38.05957	38.05957	-121.81535	-121.81535
19-50-LSR03	38.06999	38.06999	-121.7729	-121.7729
19-50-LSSC01	38.18506	38.18506	-121.66062	-121.66062
19-50-LSSC02	38.37368	38.37368	-121.62997	-121.62997
19-50-LSSC03	38.31128	38.31128	-121.65242	-121.65242
19-50-LSSC04	38.23114	38.23114	-121.67463	-121.67463
19-50-LSSC05	38.36744	38.36744	-121.63242	-121.63242
19-50-PP01	38.07273	38.07273	-121.57016	-121.57016
19-50-RV01	38.15662	38.15662	-121.6826	-121.6826
19-50-RV02	38.11263	38.11263	-121.69968	-121.69968
19-50-RV03	38.11207	38.11207	-121.70137	-121.70137
19-50-SBM01	38.09675	38.09675	-122.02365	-122.02365
19-50-SBM02	38.09721	38.09721	-122.03303	-122.03303
19-50-SBM03	38.07846	38.07846	-122.0344	-122.0344
19-50-SBW01	38.08095	38.08095	-122.06697	-122.06697
19-50-SBW02	38.05371	38.05371	-122.09465	-122.09465
19-50-SJT01	38.09735	38.09735	-121.66418	-121.66418
19-50-SM01	38.19506	38.19506	-121.92769	-121.92769
19-50-SM02	38.12998	38.12998	-122.05789	-122.05789
19-50-SM03	38.16129	38.16129	-122.04743	-122.04743
19-50-SM04	38.18627	38.18627	-121.98064	-121.98064
19-50-SM05	38.13542	38.13542	-122.08264	-122.08264
19-50-SPE01	38.04605	38.04605	-122.30344	-122.30344
19-50-SPE02	38.05842	38.05842	-122.32981	-122.32981
19-50-SPE03	38.03975	38.03975	-122.29941	-122.29941
19-50-USSC01	38.50265	38.50265	-121.58445	-121.58445
19-51-CF01	38.03019	38.03019	-121.85591	-121.85591
19-51-CF02	38.03075	38.03075	-121.85804	-121.85804
19-51-CQS01	38.03329	38.03329	-122.15342	-122.15342
19-51-CQS02	38.05934	38.05934	-122.2485	-122.2485
19-51-CS01	38.25865	38.25865	-121.74675	-121.74675
19-51-CS02	38.25319	38.25319	-121.72534	-121.72534
19-51-CS04	38.25504	38.25504	-121.6714	-121.6714
19-51-CS05	38.26191	38.26191	-121.69268	-121.69268
19-51-CS06	38.24916	38.24916	-121.68766	-121.68766
19-51-CS07	38.28656	38.28656	-121.69252	-121.69252
19-51-GB01	38.10848	38.10848	-122.05427	-122.05427
19-51-HB01	38.04935	38.04935	-121.95854	-121.95854
19-51-HB02	38.06009	38.06009	-121.96915	-121.96915
19-51-LSJ01	38.02829	38.02829	-121.73806	-121.73806
19-51-LSJ02	38.02731	38.02731	-121.72967	-121.72967
19-51-LSR01	38.07497	38.07497	-121.76085	-121.76085
19-51-LSR02	38.06282	38.06282	-121.80734	-121.80734
19-51-LSR03	38.07486	38.07486	-121.77134	-121.77134
19-51-LSSC01	38.18241	38.18241	-121.6635	-121.6635
19-51-LSSC02	38.46559	38.46559	-121.58684	-121.58684
19-51-LSSC03	38.32359	38.32359	-121.64192	-121.64192
19-51-LSSC04	38.19807	38.19807	-121.65651	-121.65651
19-51-RV01	38.13422	38.13422	-121.68867	-121.68867
19-51-RV02	38.11104	38.11104	-121.7015	-121.7015
19-51-RV03	38.11495	38.11495	-121.70815	-121.70815
19-51-RV04	38.09672	38.09672	-121.72091	-121.72091
19-51-SBM01	38.09323	38.09323	-122.0551	-122.0551
19-51-SBW02	38.05958	38.05958	-122.11303	-122.11303
19-51-SJT01	38.07602	38.07602	-121.68205	-121.68205
19-51-SM01	38.17842	38.17842	-122.05105	-122.05105
19-51-SM02	38.15908	38.15908	-122.04982	-122.04982
19-51-SM03	38.171	38.171	-121.96044	-121.96044
19-51-SM04	38.16956	38.16956	-122.02757	-122.02757
19-51-SM05	38.1394	38.1394	-122.06165	-122.06165
19-51-SPE01	38.0358	38.0358	-122.31275	-122.31275
19-51-SPE02	38.0517	38.0517	-122.31812	-122.31812
19-51-SPE03	38.03589	38.03589	-122.31195	-122.31195
19-51-USSC01	38.56104	38.56104	-121.54828	-121.54828
19-51-USSC02	38.49702	38.49702	-121.58431	-121.58431
19-52-CF01	38.04647	38.04647	-121.91079	-121.91079
19-52-CQS01	38.06521	38.06521	-122.24548	-122.24548
19-52-CS01	38.31271	38.31271	-121.69281	-121.69281
19-52-CS02	38.25192	38.25192	-121.68709	-121.68709
19-52-CS03	38.26375	38.26375	-121.69087	-121.69087
19-52-CS04	38.27294	38.27294	-121.66579	-121.66579
19-52-CS05	38.25857	38.25857	-121.745	-121.745
19-52-CS06	38.23642	38.23642	-121.68295	-121.68295
19-52-LNR01	38.14307	38.14307	-122.28411	-122.28411
19-52-LSJ01	38.03537	38.03537	-121.70912	-121.70912
19-52-LSR01	38.07001	38.07001	-121.83855	-121.83855
19-52-LSR02	38.06339	38.06339	-121.78659	-121.78659
19-52-LSR03	38.07106	38.07106	-121.76829	-121.76829
19-52-LSR04	38.06212	38.06212	-121.80974	-121.80974
19-52-LSR05	38.03186	38.03186	-121.78475	-121.78475
19-52-LSSC01	38.22733	38.22733	-121.67412	-121.67412
19-52-LSSC02	38.45587	38.45587	-121.59148	-121.59148
19-52-LSSC03	38.38172	38.38172	-121.62624	-121.62624
19-52-LSSC04	38.23332	38.23332	-121.67437	-121.67437
19-52-PP01	38.05679	38.05679	-121.54331	-121.54331
19-52-PP02	38.09921	38.09921	-121.59352	-121.59352
19-52-PP03	38.05649	38.05649	-121.54998	-121.54998
19-52-RV01	38.10341	38.10341	-121.68492	-121.68492
19-52-RV02	38.13563	38.13563	-121.68979	-121.68979
19-52-SBM01	38.09855	38.09855	-122.04927	-122.04927
19-52-SBM02	38.07185	38.07185	-121.99762	-121.99762
19-52-SBW01	38.054	38.054	-122.07542	-122.07542
19-52-SBW02	38.03811	38.03811	-122.13845	-122.13845
19-52-SBW03	38.05821	38.05821	-122.10976	-122.10976
19-52-SJT01	38.08312	38.08312	-121.67867	-121.67867
19-52-SM01	38.16898	38.16898	-122.02441	-122.02441
19-52-SM02	38.14007	38.14007	-122.06048	-122.06048
19-52-SM03	38.18288	38.18288	-121.92625	-121.92625
19-52-SM04	38.12486	38.12486	-122.0583	-122.0583
19-52-SM05	38.1799	38.1799	-121.99855	-121.99855
19-52-SM06	38.14138	38.14138	-122.06136	-122.06136
19-52-SPE01	38.04353	38.04353	-122.31705	-122.31705
19-52-SPE02	38.03932	38.03932	-122.30968	-122.30968
19-52-USSC01	38.55694	38.55694	-121.57309	-121.57309
19-52-USSC02	38.48581	38.48581	-121.58434	-121.58434
19-53-CF01	38.02356	38.02356	-121.82113	-121.82113
19-53-CF02	38.0439	38.0439	-121.89588	-121.89588
19-53-CF03	38.05393	38.05393	-121.85516	-121.85516
19-53-CQS01	38.03928	38.03928	-122.15768	-122.15768
19-53-CQS02	38.03373	38.03373	-122.16895	-122.16895
19-53-CS01	38.30469	38.30469	-121.72964	-121.72964
19-53-CS02	38.24666	38.24666	-121.70784	-121.70784
19-53-CS03	38.25555	38.25555	-121.73634	-121.73634
19-53-CS04	38.25832	38.25832	-121.67122	-121.67122
19-53-CS05	38.28278	38.28278	-121.71395	-121.71395
19-53-CS06	38.27372	38.27372	-121.69415	-121.69415
19-53-CS08	38.294	38.294	-121.66732	-121.66732
19-53-GB01	38.10887	38.10887	-122.05837	-122.05837
19-53-LSJ01	38.02437	38.02437	-121.79874	-121.79874
19-53-LSJ02	38.0361	38.0361	-121.70959	-121.70959
19-53-LSR01	38.05701	38.05701	-121.79713	-121.79713
19-53-LSR02	38.06493	38.06493	-121.77683	-121.77683
19-53-LSSC01	38.28787	38.28787	-121.65829	-121.65829
19-53-LSSC02	38.41468	38.41468	-121.61077	-121.61077
19-53-LSSC03	38.18165	38.18165	-121.66336	-121.66336
19-53-LSSC04	38.25185	38.25185	-121.668	-121.668
19-53-LSSC05	38.43616	38.43616	-121.60023	-121.60023
19-53-RV01	38.16614	38.16614	-121.67466	-121.67466
19-53-RV02	38.09489	38.09489	-121.72522	-121.72522
19-53-RV03	38.14076	38.14076	-121.68857	-121.68857
19-53-RV04	38.10081	38.10081	-121.72378	-121.72378
19-53-SBM01	38.04983	38.04983	-121.97161	-121.97161
19-53-SBM02	38.06363	38.06363	-122.02491	-122.02491
19-53-SBM03	38.09138	38.09138	-122.0084	-122.0084
19-53-SBW01	38.06193	38.06193	-122.11388	-122.11388
19-53-SJT01	38.08747	38.08747	-121.68611	-121.68611
19-53-SM01	38.17943	38.17943	-122.00201	-122.00201
19-53-SM03	38.17535	38.17535	-121.95272	-121.95272
19-53-SM04	38.14988	38.14988	-122.05483	-122.05483
19-53-SM05	38.19373	38.19373	-122.0403	-122.0403
19-53-SM06	38.11185	38.11185	-121.891	-121.891
19-53-SPE02	38.03564	38.03564	-122.30417	-122.30417
19-53-SPE03	38.0531	38.0531	-122.28717	-122.28717
19-53-USSC01	38.47983	38.47983	-121.584	-121.584
20-02-CF01	38.05025	38.05025	-121.87097	-121.87097
20-02-CF02	38.04806	38.04806	-121.92322	-121.92322
20-02-CF03	38.03071	38.03071	-121.85872	-121.85872
20-02-CQS01	38.06265	38.06265	-122.22953	-122.22953
20-02-CS01	38.23603	38.23603	-121.68241	-121.68241
20-02-CS02	38.27724	38.27724	-121.66484	-121.66484
20-02-CS05	38.3141	38.3141	-121.65527	-121.65527
20-02-CS07	38.24854	38.24854	-121.68295	-121.68295
20-02-CS08	38.25798	38.25798	-121.69172	-121.69172
20-02-CS14	38.29971	38.29971	-121.69268	-121.69268
20-02-HB01	38.05407	38.05407	-121.97077	-121.97077
20-02-LSJ01	38.04563	38.04563	-121.6944	-121.6944
20-02-LSR01	38.05891	38.05891	-121.80299	-121.80299
20-02-LSR02	38.078	38.078	-121.75859	-121.75859
20-02-LSSC01	38.18208	38.18208	-121.6639	-121.6639
20-02-LSSC02	38.33248	38.33248	-121.64778	-121.64778
20-02-LSSC03	38.18917	38.18917	-121.65934	-121.65934
20-02-PP01	38.09976	38.09976	-121.58416	-121.58416
20-02-RV01	38.16058	38.16058	-121.68022	-121.68022
20-02-RV02	38.14272	38.14272	-121.69156	-121.69156
20-02-RV03	38.08265	38.08265	-121.72284	-121.72284
20-02-RV04	38.15395	38.15395	-121.6871	-121.6871
20-02-SBW01	38.05158	38.05158	-122.08649	-122.08649
20-02-SBW02	38.06301	38.06301	-122.09465	-122.09465
20-02-SJT01	38.06799	38.06799	-121.67644	-121.67644
20-02-SM01	38.16719	38.16719	-121.943	-121.943
20-02-SM02	38.19019	38.19019	-122.03947	-122.03947
20-02-SM03	38.13619	38.13619	-122.05483	-122.05483
20-02-SM04	38.11544	38.11544	-122.0601	-122.0601
20-02-SM05	38.12721	38.12721	-121.91525	-121.91525
20-02-SM06	38.17758	38.17758	-122.01046	-122.01046
20-02-SPE01	38.07365	38.07365	-122.33647	-122.33647
20-02-SPE02	38.06342	38.06342	-122.2684	-122.2684
20-02-SPE03	38.03709	38.03709	-122.32094	-122.32094
20-02-USSC01	38.56153	38.56153	-121.55126	-121.55126
20-02-USSC02	38.51443	38.51443	-121.58514	-121.58514
20-02-USSC03	38.55871	38.55871	-121.57029	-121.57029
20-03-CF01	38.05454	38.05454	-121.86681	-121.86681
20-03-CF02	38.05278	38.05278	-121.84226	-121.84226
20-03-CQS01	38.03699	38.03699	-122.1449	-122.1449
20-03-CQS03	38.0265	38.0265	-122.15595	-122.15595
20-03-CS01	38.38518	38.38518	-121.62838	-121.62838
20-03-CS02	38.25899	38.25899	-121.69427	-121.69427
20-03-CS03	38.29577	38.29577	-121.69277	-121.69277
20-03-CS04	38.28849	38.28849	-121.6661	-121.6661
20-03-CS05	38.31319	38.31319	-121.65562	-121.65562
20-03-CS06	38.27039	38.27039	-121.69363	-121.69363
20-03-HB01	38.05745	38.05745	-121.95162	-121.95162
20-03-LSJ01	38.02668	38.02668	-121.75618	-121.75618
20-03-LSR01	38.06853	38.06853	-121.77864	-121.77864
20-03-LSR02	38.06565	38.06565	-121.8321	-121.8321
20-03-LSR03	38.06199	38.06199	-121.79464	-121.79464
20-03-LSSC01	38.21118	38.21118	-121.6657	-121.6657
20-03-LSSC02	38.41224	38.41224	-121.61212	-121.61212
20-03-LSSC03	38.24877	38.24877	-121.66996	-121.66996
20-03-LSSC04	38.23318	38.23318	-121.67412	-121.67412
20-03-LSSC05	38.4338	38.4338	-121.60153	-121.60153
20-03-PP01	38.05943	38.05943	-121.54705	-121.54705
20-03-RV01	38.08245	38.08245	-121.72567	-121.72567
20-03-RV02	38.09153	38.09153	-121.74068	-121.74068
20-03-RV03	38.12212	38.12212	-121.7013	-121.7013
20-03-SBM01	38.066	38.066	-121.97278	-121.97278
20-03-SBW01	38.08324	38.08324	-122.05998	-122.05998
20-03-SBW02	38.06813	38.06813	-122.0819	-122.0819
20-03-SJT01	38.08238	38.08238	-121.6779	-121.6779
20-03-SM01	38.18036	38.18036	-121.92072	-121.92072
20-03-SM02	38.18139	38.18139	-122.05117	-122.05117
20-03-SM03	38.17009	38.17009	-122.02603	-122.02603
20-03-SM04	38.12413	38.12413	-122.05652	-122.05652
20-03-SM05	38.1508	38.1508	-121.91774	-121.91774
20-03-SM06	38.12983	38.12983	-122.08257	-122.08257
20-03-SPE02	38.04741	38.04741	-122.33156	-122.33156
20-03-SPE03	38.067	38.067	-122.26588	-122.26588
20-03-USSC01	38.50108	38.50108	-121.58459	-121.58459
20-04-CQS01	38.06107	38.06107	-122.23374	-122.23374
20-04-CS01	38.41578	38.41578	-121.61426	-121.61426
20-04-CS03	38.27959	38.27959	-121.7115	-121.7115
20-04-CS04	38.23426	38.23426	-121.67661	-121.67661
20-04-CS05	38.32193	38.32193	-121.65351	-121.65351
20-04-CS08	38.30507	38.30507	-121.6672	-121.6672
20-04-CS09	38.25469	38.25469	-121.68767	-121.68767
20-04-HB01	38.05063	38.05063	-121.96746	-121.96746
20-04-LSJ01	38.01946	38.01946	-121.78277	-121.78277
20-04-LSR01	38.06451	38.06451	-121.8222	-121.8222
20-04-LSR02	38.06019	38.06019	-121.80795	-121.80795
20-04-LSSC01	38.23054	38.23054	-121.67328	-121.67328
20-04-LSSC02	38.40965	38.40965	-121.61277	-121.61277
20-04-LSSC03	38.26061	38.26061	-121.66559	-121.66559
20-04-LSSC04	38.21809	38.21809	-121.66999	-121.66999
20-04-LSSC05	38.44728	38.44728	-121.59558	-121.59558
20-04-PP01	38.04243	38.04243	-121.49821	-121.49821
20-04-RV01	38.16245	38.16245	-121.68014	-121.68014
20-04-RV02	38.09056	38.09056	-121.72951	-121.72951
20-04-RV03	38.12372	38.12372	-121.69143	-121.69143
20-04-RV04	38.11056	38.11056	-121.70367	-121.70367
20-04-SBM01	38.0671	38.0671	-122.04176	-122.04176
20-04-SBM02	38.09084	38.09084	-122.06306	-122.06306
20-04-SBW01	38.04307	38.04307	-122.104	-122.104
20-04-SBW02	38.05265	38.05265	-122.0538	-122.0538
20-04-SBW03	38.04732	38.04732	-122.11002	-122.11002
20-04-SJT01	38.08546	38.08546	-121.67849	-121.67849
20-04-SM01	38.16932	38.16932	-121.94585	-121.94585
20-04-SM02	38.14674	38.14674	-122.05794	-122.05794
20-04-SM03	38.16008	38.16008	-122.04668	-122.04668
20-04-SM04	38.12228	38.12228	-122.05589	-122.05589
20-04-SM05	38.18682	38.18682	-121.97443	-121.97443
20-04-SM06	38.13442	38.13442	-122.05893	-122.05893
20-04-SPE01	38.03431	38.03431	-122.292	-122.292
20-04-SPE02	38.0586	38.0586	-122.32842	-122.32842
20-04-SPE03	38.05696	38.05696	-122.31298	-122.31298
20-04-SPE04	38.0259	38.0259	-122.29892	-122.29892
20-04-USSC01	38.48024	38.48024	-121.58404	-121.58404
20-05-CF01	38.04206	38.04206	-121.83953	-121.83953
20-05-CF02	38.0424	38.0424	-121.85266	-121.85266
20-05-CQS01	38.05129	38.05129	-122.18217	-122.18217
20-05-CS01	38.26054	38.26054	-121.6687	-121.6687
