geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
18-52-LSR01	38.05769	38.05769	-121.80323	-121.80323
18-52-LSR02	38.07432	38.07432	-121.76952	-121.76952
18-52-LSSC01	38.20486	38.20486	-121.65928	-121.65928
18-52-LSSC02	38.42475	38.42475	-121.60651	-121.60651
18-52-LSSC03	38.30199	38.30199	-121.65461	-121.65461
18-52-LSSC04	38.21192	38.21192	-121.66446	-121.66446
18-52-LSSC05	38.42087	38.42087	-121.60776	-121.60776
18-52-PP01	38.08849	38.08849	-121.57643	-121.57643
18-52-RV01	38.15985	38.15985	-121.67883	-121.67883
18-52-RV02	38.11246	38.11246	-121.70082	-121.70082
18-52-RV03	38.11424	38.11424	-121.68235	-121.68235
18-52-RV04	38.09668	38.09668	-121.7205	-121.7205
18-52-SBW01	38.08996	38.08996	-122.07098	-122.07098
18-52-SBW02	38.07734	38.07734	-122.07561	-122.07561
18-52-SBW03	38.05848	38.05848	-122.05639	-122.05639
18-52-SBW04	38.04982	38.04982	-122.08279	-122.08279
18-52-SJT01	38.0961	38.0961	-121.66135	-121.66135
18-52-SJT02	38.10107	38.10107	-121.60808	-121.60808
18-52-SJT03	38.08679	38.08679	-121.631	-121.631
18-52-SM01	38.14045	38.14045	-122.06081	-122.06081
18-52-SM02	38.1717	38.1717	-122.05799	-122.05799
18-52-SM03	38.12777	38.12777	-122.05563	-122.05563
18-52-SM04	38.2022	38.2022	-121.90858	-121.90858
18-52-USSC01	38.56179	38.56179	-121.5485	-121.5485
18-53-CS01	38.29734	38.29734	-121.66711	-121.66711
18-53-CS02	38.23766	38.23766	-121.68344	-121.68344
18-53-CS03	38.30787	38.30787	-121.69263	-121.69263
18-53-CS04	38.2492	38.2492	-121.70998	-121.70998
18-53-CS05	38.29532	38.29532	-121.65987	-121.65987
18-53-CS06	38.34432	38.34432	-121.64688	-121.64688
18-53-GB01	38.10357	38.10357	-122.0549	-122.0549
18-53-GB02	38.11056	38.11056	-122.05425	-122.05425
18-53-LSJ01	38.02493	38.02493	-121.76731	-121.76731
18-53-PP01	38.10382	38.10382	-121.59545	-121.59545
18-53-PP02	38.09462	38.09462	-121.57132	-121.57132
18-53-PP03	38.07185	38.07185	-121.56591	-121.56591
18-53-SJT01	38.05075	38.05075	-121.69438	-121.69438
18-53-SJT02	38.10088	38.10088	-121.62541	-121.62541
18-53-SM01	38.12173	38.12173	-121.88871	-121.88871
18-53-SM02	38.11704	38.11704	-122.05936	-122.05936
18-53-SM03	38.14609	38.14609	-122.05855	-122.05855
18-53-SM04	38.17924	38.17924	-122.05751	-122.05751
18-53-SM05	38.12101	38.12101	-122.07443	-122.07443
18-53-SM06	38.13944	38.13944	-122.07604	-122.07604
18-53-SM07	38.15797	38.15797	-121.92637	-121.92637
19-01-HB01	38.07187	38.07187	-121.95948	-121.95948
19-01-HB02	38.05358	38.05358	-121.95169	-121.95169
19-01-LSR01	38.06389	38.06389	-121.78478	-121.78478
19-01-LSSC01	38.46826	38.46826	-121.5861	-121.5861
19-01-LSSC02	38.28443	38.28443	-121.65875	-121.65875
19-01-RV01	38.16442	38.16442	-121.67699	-121.67699
19-01-RV02	38.13223	38.13223	-121.69702	-121.69702
19-01-RV03	38.09874	38.09874	-121.68552	-121.68552
19-01-RV04	38.17671	38.17671	-121.66761	-121.66761
19-01-RV05	38.11434	38.11434	-121.68684	-121.68684
19-01-SBM01	38.09787	38.09787	-122.04952	-122.04952
19-01-SBM02	38.09533	38.09533	-122.02062	-122.02062
19-01-SBW01	38.07766	38.07766	-122.09982	-122.09982
19-01-SBW02	38.0812	38.0812	-122.06634	-122.06634
19-01-SBW03	38.07914	38.07914	-122.08807	-122.08807
19-01-USSC03	38.48619	38.48619	-121.58456	-121.58456
19-02-CF01	38.05811	38.05811	-121.84835	-121.84835
19-02-CF02	38.0421	38.0421	-121.83344	-121.83344
19-02-CS01	38.24635	38.24635	-121.67316	-121.67316
19-02-CS02	38.24008	38.24008	-121.68481	-121.68481
19-02-CS03	38.26342	38.26342	-121.69083	-121.69083
19-02-CS04	38.25284	38.25284	-121.72535	-121.72535
19-02-CS05	38.24488	38.24488	-121.67825	-121.67825
19-02-CS06	38.36791	38.36791	-121.63648	-121.63648
19-02-HB01	38.05111	38.05111	-121.93757	-121.93757
19-02-HB02	38.0594	38.0594	-121.95268	-121.95268
19-02-LSR01	38.0586	38.0586	-121.80155	-121.80155
19-02-LSR02	38.07581	38.07581	-121.77008	-121.77008
19-02-LSSC01	38.18126	38.18126	-121.66579	-121.66579
19-02-LSSC02	38.38556	38.38556	-121.62467	-121.62467
19-02-LSSC03	38.21104	38.21104	-121.66529	-121.66529
19-02-PP01	38.04194	38.04194	-121.49807	-121.49807
19-02-PP02	38.05965	38.05965	-121.54686	-121.54686
19-02-PP03	38.088	38.088	-121.57812	-121.57812
19-02-RV01	38.17226	38.17226	-121.67279	-121.67279
19-02-RV02	38.0973	38.0973	-121.72624	-121.72624
19-02-SBW01	38.09482	38.09482	-122.0723	-122.0723
19-02-SBW02	38.05332	38.05332	-122.0932	-122.0932
19-02-SJT01	38.06021	38.06021	-121.68586	-121.68586
19-02-SJT02	38.08944	38.08944	-121.67935	-121.67935
19-02-SJT03	38.10576	38.10576	-121.61239	-121.61239
19-02-SM01	38.17851	38.17851	-121.96309	-121.96309
19-02-SM02	38.17834	38.17834	-122.047	-122.047
19-02-SM03	38.17121	38.17121	-122.03052	-122.03052
19-02-SM04	38.1206	38.1206	-122.05927	-122.05927
19-02-SM05	38.17129	38.17129	-121.93	-121.93
19-02-SM06	38.16727	38.16727	-122.06718	-122.06718
19-02-SM07	38.10159	38.10159	-121.89235	-121.89235
19-02-USSC01	38.56133	38.56133	-121.54271	-121.54271
19-02-USSC02	38.50055	38.50055	-121.58487	-121.58487
19-03-CS01	38.23575	38.23575	-121.68145	-121.68145
19-03-CS02	38.23864	38.23864	-121.68397	-121.68397
19-03-CS03	38.27613	38.27613	-121.70858	-121.70858
19-03-CS04	38.26828	38.26828	-121.69301	-121.69301
19-03-CS05	38.30777	38.30777	-121.65838	-121.65838
19-03-CS06	38.28645	38.28645	-121.72186	-121.72186
19-03-GB01	38.10456	38.10456	-122.06349	-122.06349
19-03-GB02	38.10048	38.10048	-122.06094	-122.06094
19-03-HB01	38.07158	38.07158	-121.94941	-121.94941
19-03-LSJ01	38.03654	38.03654	-121.70731	-121.70731
19-03-LSJ02	38.02631	38.02631	-121.77769	-121.77769
19-03-LSR01	38.06754	38.06754	-121.82137	-121.82137
19-03-LSR02	38.06223	38.06223	-121.83062	-121.83062
19-03-LSSC01	38.36973	38.36973	-121.6314	-121.6314
19-03-LSSC02	38.19039	38.19039	-121.65793	-121.65793
19-03-LSSC03	38.3032	38.3032	-121.65488	-121.65488
19-03-PP01	38.085	38.085	-121.57251	-121.57251
19-03-PP02	38.07151	38.07151	-121.56287	-121.56287
19-03-RV01	38.10761	38.10761	-121.71511	-121.71511
19-03-RV02	38.08777	38.08777	-121.74191	-121.74191
19-03-RV03	38.1257	38.1257	-121.69014	-121.69014
19-03-RV04	38.10921	38.10921	-121.7147	-121.7147
19-03-SBM01	38.09708	38.09708	-122.03536	-122.03536
19-03-SBM02	38.09075	38.09075	-122.06371	-122.06371
19-03-SBW01	38.0391	38.0391	-122.13973	-122.13973
19-03-SBW02	38.07597	38.07597	-122.06525	-122.06525
19-03-SJT01	38.05786	38.05786	-121.68881	-121.68881
19-03-SM01	38.07397	38.07397	-121.87976	-121.87976
19-03-SM02	38.19266	38.19266	-122.03797	-122.03797
19-03-SM03	38.1722	38.1722	-122.0646	-122.0646
19-03-SM04	38.10748	38.10748	-121.8894	-121.8894
19-03-SM05	38.1654	38.1654	-122.04392	-122.04392
19-03-USSC01	38.56332	38.56332	-121.5548	-121.5548
19-03-USSC02	38.54552	38.54552	-121.58285	-121.58285
19-03-USSC03	38.56162	38.56162	-121.55799	-121.55799
19-04-CF01	38.04413	38.04413	-121.84017	-121.84017
19-04-CF02	38.05453	38.05453	-121.83672	-121.83672
19-04-CF03	38.04934	38.04934	-121.9064	-121.9064
19-04-CS01	38.26129	38.26129	-121.66961	-121.66961
19-04-CS02	38.33258	38.33258	-121.65096	-121.65096
19-04-CS03	38.25914	38.25914	-121.74223	-121.74223
19-04-CS04	38.25626	38.25626	-121.73089	-121.73089
19-04-CS05	38.24486	38.24486	-121.67342	-121.67342
19-04-CS06	38.40359	38.40359	-121.61992	-121.61992
19-04-CS07	38.27761	38.27761	-121.71027	-121.71027
19-04-CS08	38.26072	38.26072	-121.68691	-121.68691
19-04-GB01	38.10936	38.10936	-122.05694	-122.05694
19-04-HB01	38.06329	38.06329	-121.96167	-121.96167
19-04-LSJ01	38.02957	38.02957	-121.76578	-121.76578
19-04-LSJ02	38.03664	38.03664	-121.70568	-121.70568
19-04-LSR01	38.06659	38.06659	-121.81897	-121.81897
19-04-LSR02	38.06605	38.06605	-121.7773	-121.7773
19-04-LSR03	38.06378	38.06378	-121.81709	-121.81709
19-04-LSSC01	38.20855	38.20855	-121.65812	-121.65812
19-04-LSSC02	38.18456	38.18456	-121.66071	-121.66071
19-04-LSSC03	38.40054	38.40054	-121.61766	-121.61766
19-04-LSSC04	38.21706	38.21706	-121.66997	-121.66997
19-04-LSSC05	38.34834	38.34834	-121.64168	-121.64168
19-04-LSSC06	38.43979	38.43979	-121.59904	-121.59904
19-04-PP01	38.05496	38.05496	-121.52902	-121.52902
19-04-RV01	38.16791	38.16791	-121.67696	-121.67696
19-04-RV02	38.10958	38.10958	-121.70536	-121.70536
19-04-RV03	38.08981	38.08981	-121.7409	-121.7409
19-04-SBM01	38.05735	38.05735	-122.01138	-122.01138
19-04-SBM02	38.07223	38.07223	-121.98254	-121.98254
19-04-SBM03	38.05546	38.05546	-121.9998	-121.9998
19-04-SBW01	38.04539	38.04539	-122.10766	-122.10766
19-04-SBW02	38.07124	38.07124	-122.10485	-122.10485
19-04-SJT01	38.09336	38.09336	-121.67717	-121.67717
19-04-SJT02	38.058	38.058	-121.68573	-121.68573
19-04-SJT03	38.09059	38.09059	-121.63398	-121.63398
19-04-SM01	38.18028	38.18028	-121.99966	-121.99966
19-04-SM02	38.15555	38.15555	-122.05093	-122.05093
19-04-SM03	38.17524	38.17524	-121.96209	-121.96209
19-04-SM04	38.19518	38.19518	-122.04303	-122.04303
19-04-SM05	38.16944	38.16944	-122.02613	-122.02613
19-04-USSC01	38.51131	38.51131	-121.58401	-121.58401
19-05-CF01	38.05229	38.05229	-121.89271	-121.89271
19-05-CF02	38.02894	38.02894	-121.84897	-121.84897
19-05-CS01	38.28177	38.28177	-121.68006	-121.68006
19-05-CS02	38.30014	38.30014	-121.6925	-121.6925
19-05-CS03	38.26592	38.26592	-121.69178	-121.69178
19-05-CS04	38.25178	38.25178	-121.68773	-121.68773
19-05-CS05	38.30243	38.30243	-121.65831	-121.65831
19-05-CS06	38.29661	38.29661	-121.72787	-121.72787
19-05-CS07	38.26109	38.26109	-121.68735	-121.68735
19-05-CS08	38.24644	38.24644	-121.69632	-121.69632
19-05-GB01	38.10926	38.10926	-122.06111	-122.06111
19-05-HB01	38.0542	38.0542	-121.94355	-121.94355
19-05-LSJ01	38.0236	38.0236	-121.79915	-121.79915
19-05-LSJ02	38.01984	38.01984	-121.74376	-121.74376
19-05-LSJ03	38.01607	38.01607	-121.79057	-121.79057
19-05-LSJ04	38.0422	38.0422	-121.7042	-121.7042
19-05-LSR01	38.06074	38.06074	-121.79648	-121.79648
19-05-LSR02	38.05519	38.05519	-121.80652	-121.80652
19-05-LSSC01	38.18233	38.18233	-121.66434	-121.66434
19-05-LSSC02	38.20817	38.20817	-121.65742	-121.65742
19-05-LSSC03	38.43853	38.43853	-121.59941	-121.59941
19-05-LSSC04	38.18992	38.18992	-121.65964	-121.65964
19-05-LSSC05	38.32891	38.32891	-121.64815	-121.64815
19-05-PP01	38.05713	38.05713	-121.53464	-121.53464
19-05-RV01	38.17342	38.17342	-121.67158	-121.67158
19-05-RV02	38.09253	38.09253	-121.7304	-121.7304
19-05-RV03	38.10207	38.10207	-121.72435	-121.72435
19-05-RV04	38.16171	38.16171	-121.678	-121.678
19-05-SBM01	38.06488	38.06488	-122.03969	-122.03969
19-05-SBM02	38.0656	38.0656	-121.97911	-121.97911
19-05-SBW01	38.03969	38.03969	-122.13709	-122.13709
19-05-SJT01	38.05994	38.05994	-121.68643	-121.68643
19-05-SM01	38.18434	38.18434	-121.98494	-121.98494
19-05-SM02	38.14689	38.14689	-122.05704	-122.05704
19-05-SM03	38.17941	38.17941	-122.00716	-122.00716
19-05-SM04	38.167	38.167	-121.94097	-121.94097
19-05-SM05	38.13657	38.13657	-122.06079	-122.06079
19-05-SM06	38.12208	38.12208	-121.91402	-121.91402
19-05-USSC01	38.56014	38.56014	-121.56516	-121.56516
19-06-CF01	38.03548	38.03548	-121.87801	-121.87801
19-06-CF02	38.06896	38.06896	-121.86196	-121.86196
19-06-CS01	38.25441	38.25441	-121.68887	-121.68887
19-06-CS02	38.28087	38.28087	-121.67973	-121.67973
19-06-CS03	38.29761	38.29761	-121.72943	-121.72943
19-06-CS04	38.26422	38.26422	-121.69785	-121.69785
19-06-CS05	38.24978	38.24978	-121.67197	-121.67197
19-06-CS06	38.24009	38.24009	-121.68513	-121.68513
19-06-CS07	38.258	38.258	-121.69203	-121.69203
19-06-GB01	38.09935	38.09935	-122.06666	-122.06666
19-06-GB02	38.10863	38.10863	-122.0533	-122.0533
19-06-HB01	38.05352	38.05352	-121.95334	-121.95334
19-06-LSJ01	38.02848	38.02848	-121.72716	-121.72716
19-06-LSJ02	38.04382	38.04382	-121.70788	-121.70788
19-06-LSR01	38.06557	38.06557	-121.78892	-121.78892
19-06-LSR02	38.0832	38.0832	-121.75019	-121.75019
19-06-LSSC01	38.4343	38.4343	-121.60179	-121.60179
19-06-LSSC02	38.25615	38.25615	-121.667	-121.667
19-06-LSSC03	38.22854	38.22854	-121.67419	-121.67419
19-06-LSSC04	38.38717	38.38717	-121.62344	-121.62344
19-06-LSSC05	38.27416	38.27416	-121.6621	-121.6621
19-06-PP01	38.04544	38.04544	-121.49953	-121.49953
19-06-PP02	38.06456	38.06456	-121.53022	-121.53022
19-06-RV01	38.16025	38.16025	-121.67924	-121.67924
19-06-RV02	38.09624	38.09624	-121.73051	-121.73051
19-06-RV03	38.10868	38.10868	-121.70646	-121.70646
19-06-RV04	38.13369	38.13369	-121.69104	-121.69104
19-06-SBM01	38.07116	38.07116	-121.9945	-121.9945
19-06-SBM02	38.06111	38.06111	-121.9794	-121.9794
19-06-SBW01	38.07646	38.07646	-122.09069	-122.09069
19-06-SJT01	38.09446	38.09446	-121.63221	-121.63221
19-06-SJT02	38.1059	38.1059	-121.60643	-121.60643
19-06-SM01	38.08474	38.08474	-121.8828	-121.8828
19-06-SM02	38.12144	38.12144	-122.05765	-122.05765
19-06-SM03	38.13923	38.13923	-122.0756	-122.0756
19-06-SM04	38.18645	38.18645	-122.055	-122.055
19-06-SM05	38.16051	38.16051	-122.04756	-122.04756
19-06-SM06	38.17709	38.17709	-121.91965	-121.91965
19-06-USSC01	38.53336	38.53336	-121.5846	-121.5846
19-07-CF01	38.04249	38.04249	-121.91395	-121.91395
19-07-CS01	38.23697	38.23697	-121.68383	-121.68383
19-07-CS02	38.25337	38.25337	-121.68704	-121.68704
19-07-CS03	38.2445	38.2445	-121.69188	-121.69188
19-07-CS04	38.27081	38.27081	-121.70418	-121.70418
19-07-CS05	38.26122	38.26122	-121.67009	-121.67009
19-07-CS06	38.28162	38.28162	-121.66478	-121.66478
19-07-GB01	38.11996	38.11996	-122.05624	-122.05624
19-07-GB02	38.10235	38.10235	-122.06532	-122.06532
19-07-LSJ01	38.02557	38.02557	-121.72177	-121.72177
19-07-LSR01	38.05894	38.05894	-121.81456	-121.81456
19-07-LSR02	38.07072	38.07072	-121.8384	-121.8384
19-07-LSSC01	38.2442	38.2442	-121.6714	-121.6714
19-07-LSSC02	38.3556	38.3556	-121.63842	-121.63842
19-07-LSSC03	38.4548	38.4548	-121.59269	-121.59269
19-07-LSSC04	38.21731	38.21731	-121.67158	-121.67158
19-07-LSSC05	38.27942	38.27942	-121.66055	-121.66055
19-07-LSSC06	38.37591	38.37591	-121.62827	-121.62827
19-07-PP01	38.06432	38.06432	-121.54154	-121.54154
19-07-PP02	38.05359	38.05359	-121.51694	-121.51694
19-07-PP03	38.04087	38.04087	-121.49452	-121.49452
19-07-RV01	38.15832	38.15832	-121.68562	-121.68562
19-07-RV02	38.10955	38.10955	-121.6827	-121.6827
19-07-RV03	38.13171	38.13171	-121.6902	-121.6902
19-07-RV04	38.1744	38.1744	-121.66928	-121.66928
19-07-SBM01	38.08161	38.08161	-122.04144	-122.04144
19-07-SBM02	38.09755	38.09755	-122.02522	-122.02522
19-07-SBM03	38.0945	38.0945	-122.0604	-122.0604
19-07-SBM04	38.09511	38.09511	-122.06224	-122.06224
19-07-SBW01	38.05454	38.05454	-122.11412	-122.11412
19-07-SBW02	38.07725	38.07725	-122.09671	-122.09671
19-07-SJT01	38.10217	38.10217	-121.61039	-121.61039
19-07-SJT02	38.07485	38.07485	-121.67932	-121.67932
19-07-SM01	38.1698	38.1698	-122.02526	-122.02526
19-07-SM02	38.15784	38.15784	-122.0666	-122.0666
19-07-SM03	38.18714	38.18714	-121.97397	-121.97397
19-07-SM04	38.17925	38.17925	-122.05213	-122.05213
19-07-SM05	38.1455	38.1455	-122.05834	-122.05834
19-07-USSC01	38.49107	38.49107	-121.5837	-121.5837
19-08-CF01	38.04189	38.04189	-121.90101	-121.90101
19-08-CS01	38.38414	38.38414	-121.62905	-121.62905
19-08-CS02	38.28127	38.28127	-121.66461	-121.66461
19-08-CS03	38.2708	38.2708	-121.70507	-121.70507
19-08-CS04	38.25894	38.25894	-121.74732	-121.74732
19-08-CS05	38.44458	38.44458	-121.60143	-121.60143
19-08-CS06	38.2328	38.2328	-121.67637	-121.67637
19-08-GB01	38.10295	38.10295	-122.06436	-122.06436
19-08-LSJ01	38.03335	38.03335	-121.72116	-121.72116
19-08-LSJ02	38.02717	38.02717	-121.72978	-121.72978
19-08-LSJ03	38.02938	38.02938	-121.7328	-121.7328
19-08-LSR01	38.08199	38.08199	-121.75394	-121.75394
19-08-LSR02	38.06926	38.06926	-121.83233	-121.83233
19-08-LSR03	38.0756	38.0756	-121.75988	-121.75988
19-08-LSSC01	38.20556	38.20556	-121.65832	-121.65832
19-08-LSSC02	38.40814	38.40814	-121.61376	-121.61376
19-08-LSSC03	38.34503	38.34503	-121.6431	-121.6431
19-08-LSSC04	38.19236	38.19236	-121.65707	-121.65707
19-08-LSSC05	38.36913	38.36913	-121.63176	-121.63176
19-08-PP01	38.10153	38.10153	-121.58914	-121.58914
19-08-PP02	38.06346	38.06346	-121.54093	-121.54093
19-08-RV01	38.10507	38.10507	-121.70428	-121.70428
19-08-RV02	38.13256	38.13256	-121.693	-121.693
19-08-RV03	38.09955	38.09955	-121.71986	-121.71986
19-08-SBM01	38.10109	38.10109	-122.03491	-122.03491
19-08-SBM02	38.06089	38.06089	-121.99554	-121.99554
19-08-SBM03	38.07753	38.07753	-121.97776	-121.97776
19-08-SBW01	38.08843	38.08843	-122.07373	-122.07373
19-08-SBW02	38.06464	38.06464	-122.05776	-122.05776
19-08-SBW03	38.04796	38.04796	-122.09737	-122.09737
19-08-SJT01	38.10333	38.10333	-121.61184	-121.61184
19-08-SM01	38.16078	38.16078	-121.92912	-121.92912
19-08-SM02	38.19083	38.19083	-122.04185	-122.04185
19-08-SM03	38.15528	38.15528	-122.05289	-122.05289
19-08-SM04	38.19228	38.19228	-121.92953	-121.92953
19-08-SM05	38.17393	38.17393	-122.01563	-122.01563
19-08-SM06	38.13744	38.13744	-122.08272	-122.08272
19-08-USSC01	38.54078	38.54078	-121.58406	-121.58406
19-09-CF01	38.04716	38.04716	-121.92407	-121.92407
19-09-CS01	38.32343	38.32343	-121.69351	-121.69351
19-09-CS02	38.24643	38.24643	-121.70332	-121.70332
19-09-CS03	38.25001	38.25001	-121.71826	-121.71826
19-09-CS04	38.29119	38.29119	-121.66084	-121.66084
19-09-CS05	38.29097	38.29097	-121.73147	-121.73147
19-09-CS06	38.23943	38.23943	-121.68585	-121.68585
19-09-GB01	38.10209	38.10209	-122.02816	-122.02816
19-09-GB02	38.10511	38.10511	-122.04742	-122.04742
19-09-LSJ01	38.02806	38.02806	-121.74679	-121.74679
19-09-LSJ02	38.03994	38.03994	-121.7127	-121.7127
19-09-LSR01	38.08755	38.08755	-121.74846	-121.74846
19-09-LSR02	38.07025	38.07025	-121.83709	-121.83709
19-09-LSR03	38.07724	38.07724	-121.75701	-121.75701
19-09-LSSC01	38.30277	38.30277	-121.65436	-121.65436
19-09-LSSC02	38.39345	38.39345	-121.62084	-121.62084
19-09-LSSC03	38.1847	38.1847	-121.66046	-121.66046
19-09-LSSC04	38.32662	38.32662	-121.6488	-121.6488
19-09-LSSC05	38.36571	38.36571	-121.63369	-121.63369
19-09-PP01	38.05139	38.05139	-121.49771	-121.49771
19-09-PP02	38.07142	38.07142	-121.56382	-121.56382
19-09-RV01	38.16482	38.16482	-121.6755	-121.6755
19-09-RV02	38.10165	38.10165	-121.72731	-121.72731
19-09-RV03	38.13895	38.13895	-121.69177	-121.69177
19-09-RV04	38.09073	38.09073	-121.68595	-121.68595
19-09-SBM01	38.08462	38.08462	-121.98986	-121.98986
19-09-SBM02	38.0637	38.0637	-122.04442	-122.04442
19-09-SBW01	38.05174	38.05174	-122.08737	-122.08737
19-09-SBW02	38.04064	38.04064	-122.11617	-122.11617
19-09-SBW03	38.05285	38.05285	-122.09712	-122.09712
19-09-SJT01	38.09743	38.09743	-121.66088	-121.66088
19-09-SJT02	38.10194	38.10194	-121.6067	-121.6067
19-09-SM01	38.11636	38.11636	-122.06009	-122.06009
19-09-SM02	38.14165	38.14165	-122.06202	-122.06202
19-09-SM03	38.17926	38.17926	-122.05274	-122.05274
19-09-SM04	38.12637	38.12637	-122.05859	-122.05859
19-09-SM05	38.13305	38.13305	-122.05973	-122.05973
19-09-USSC01	38.49781	38.49781	-121.58482	-121.58482
19-09-USSC02	38.55571	38.55571	-121.57478	-121.57478
19-10-CF01	38.05212	38.05212	-121.83565	-121.83565
19-10-CF02	38.03564	38.03564	-121.84923	-121.84923
19-10-CS01	38.26006	38.26006	-121.76256	-121.76256
19-10-CS02	38.26762	38.26762	-121.69306	-121.69306
19-10-CS03	38.24659	38.24659	-121.70892	-121.70892
19-10-CS04	38.2352	38.2352	-121.68081	-121.68081
19-10-CS05	38.26035	38.26035	-121.75	-121.75
19-10-CS06	38.26299	38.26299	-121.69725	-121.69725
19-10-CS07	38.25346	38.25346	-121.68823	-121.68823
19-10-GB01	38.11049	38.11049	-122.05916	-122.05916
19-10-HB01	38.057	38.057	-121.96732	-121.96732
19-10-HB02	38.04658	38.04658	-121.93375	-121.93375
19-10-LSJ01	38.02716	38.02716	-121.69712	-121.69712
19-10-LSJ02	38.04342	38.04342	-121.70166	-121.70166
19-10-LSJ03	38.02383	38.02383	-121.74397	-121.74397
19-10-LSR01	38.05774	38.05774	-121.79156	-121.79156
19-10-LSR02	38.08664	38.08664	-121.74115	-121.74115
19-10-LSR03	38.05876	38.05876	-121.79772	-121.79772
19-10-LSSC01	38.3894	38.3894	-121.62293	-121.62293
19-10-LSSC02	38.24891	38.24891	-121.66904	-121.66904
19-10-LSSC03	38.2948	38.2948	-121.65659	-121.65659
19-10-PP01	38.07895	38.07895	-121.57685	-121.57685
19-10-PP02	38.10077	38.10077	-121.58935	-121.58935
19-10-PP03	38.09397	38.09397	-121.57746	-121.57746
19-10-RV01	38.08171	38.08171	-121.73085	-121.73085
19-10-RV02	38.12116	38.12116	-121.70137	-121.70137
19-10-RV03	38.09889	38.09889	-121.7081	-121.7081
19-10-RV04	38.12299	38.12299	-121.69529	-121.69529
19-10-RV05	38.10558	38.10558	-121.69956	-121.69956
19-10-SBW01	38.08099	38.08099	-122.06643	-122.06643
19-10-SBW02	38.05183	38.05183	-122.10406	-122.10406
19-10-SJT01	38.09721	38.09721	-121.63301	-121.63301
19-10-SM01	38.134	38.134	-121.91421	-121.91421
19-10-SM02	38.15101	38.15101	-122.05561	-122.05561
19-10-SM03	38.15925	38.15925	-122.0474	-122.0474
19-10-SM04	38.17554	38.17554	-121.95139	-121.95139
19-10-SM05	38.16159	38.16159	-122.06077	-122.06077
19-10-USSC01	38.52366	38.52366	-121.5844	-121.5844
19-10-USSC02	38.5435	38.5435	-121.58434	-121.58434
19-10-USSC03	38.51331	38.51331	-121.58513	-121.58513
19-10-USSC04	38.56415	38.56415	-121.55105	-121.55105
19-11-CF01	38.05402	38.05402	-121.88047	-121.88047
19-11-CF02	38.02972	38.02972	-121.83097	-121.83097
19-11-CS01	38.32407	38.32407	-121.65313	-121.65313
19-11-CS02	38.25261	38.25261	-121.67255	-121.67255
19-11-CS03	38.24162	38.24162	-121.68649	-121.68649
19-11-CS04	38.27259	38.27259	-121.69369	-121.69369
19-11-CS05	38.23157	38.23157	-121.67582	-121.67582
19-11-CS06	38.28963	38.28963	-121.66426	-121.66426
19-11-CS07	38.27861	38.27861	-121.71192	-121.71192
19-11-CS08	38.27656	38.27656	-121.70994	-121.70994
19-11-CS09	38.2422	38.2422	-121.68072	-121.68072
19-11-GB01	38.10643	38.10643	-122.05035	-122.05035
19-11-HB01	38.0667	38.0667	-121.95707	-121.95707
19-11-LSJ01	38.01885	38.01885	-121.81452	-121.81452
19-11-LSJ02	38.02641	38.02641	-121.73295	-121.73295
19-11-LSJ03	38.03647	38.03647	-121.71625	-121.71625
19-11-LSJ04	38.0182	38.0182	-121.79122	-121.79122
19-11-LSJ05	38.02698	38.02698	-121.74499	-121.74499
19-11-LSJ06	38.02224	38.02224	-121.7638	-121.7638
19-11-LSR01	38.05896	38.05896	-121.80859	-121.80859
19-11-LSR02	38.07619	38.07619	-121.76011	-121.76011
19-11-LSSC01	38.17989	38.17989	-121.66472	-121.66472
19-11-LSSC02	38.24024	38.24024	-121.67242	-121.67242
19-11-LSSC03	38.40769	38.40769	-121.61426	-121.61426
19-11-LSSC04	38.18175	38.18175	-121.66399	-121.66399
19-11-LSSC05	38.33071	38.33071	-121.64805	-121.64805
19-11-LSSC06	38.42689	38.42689	-121.60517	-121.60517
19-11-PP01	38.09488	38.09488	-121.57131	-121.57131
19-11-PP02	38.0578	38.0578	-121.54487	-121.54487
19-11-RV01	38.15856	38.15856	-121.67878	-121.67878
19-11-RV02	38.1481	38.1481	-121.6864	-121.6864
19-11-RV03	38.11031	38.11031	-121.71199	-121.71199
19-11-RV04	38.11903	38.11903	-121.69429	-121.69429
19-11-RV05	38.09271	38.09271	-121.70893	-121.70893
19-11-SBM01	38.05684	38.05684	-121.99698	-121.99698
19-11-SBM02	38.07195	38.07195	-121.97052	-121.97052
19-11-SBM03	38.06603	38.06603	-122.05066	-122.05066
19-11-SBW01	38.03828	38.03828	-122.14198	-122.14198
19-11-SM01	38.14659	38.14659	-122.0589	-122.0589
19-11-SM02	38.21141	38.21141	-122.03459	-122.03459
19-11-SM03	38.16716	38.16716	-121.93876	-121.93876
19-11-SM04	38.1341	38.1341	-122.05848	-122.05848
19-11-SM05	38.17863	38.17863	-122.0078	-122.0078
19-11-USSC01	38.56076	38.56076	-121.5595	-121.5595
19-12-CF01	38.04915	38.04915	-121.92281	-121.92281
19-12-CS01	38.3199	38.3199	-121.69294	-121.69294
19-12-CS02	38.24401	38.24401	-121.67768	-121.67768
19-12-CS03	38.29083	38.29083	-121.69272	-121.69272
19-12-CS04	38.24409	38.24409	-121.68682	-121.68682
